,raw,output,predict
96687,man 11 44117 garut kota,0,2
249606,lame 43 rt 1 rw 5 jati sampurna,2,2
197132,"toko paka sagate asem kem,",3,3
24286,griya sar raya 22 pagedangan rt 1 2 pagedangan,0,2
295255,padasuka baba andir 1 40125 cibeunying kidul,2,2
297205,"taman kota mas, jl. taman kota mas, kec. lubuk baja, kota batam, kepulauan riau",3,3
21503,nasi iii no 175 gunungparang cikole,2,2
252529,jend sudi 286 parit padang sungai liat,2,2
114512,"lelie, no 265 serua 13 ciputat",2,2
214713,"tambak langon tam lan, 69 5 asemrowo",2,3
173325,tegal alur bha mulya 2 79 rt 7 2,0,2
264163,"kantor uru agama kecam kebay lama, raya cike,",3,3
160508,h. mahir 21a jatikramat rt 3 rw 5 jatiasih,2,2
132129,"sd negeri bira tengah 5, pon karya ii,",3,3
237168,mayor kusm no 84 bareng lor klaten utara,2,2
261410,"warung kopi, gar peak,",1,3
66581,"pangkas ram p b putra ben, sindang, sindangheula",3,3
49024,"dk. cungkrungan gg. ama, rt 1 rw 1 57438 klaten utara",3,2
5727,swad 52 raden kurau,2,2
217048,tel ged 2 ngasinan weleri,0,2
63956,taman dekat 5 rt 9 22 medan satria,2,1
223128,kunciran indah gabus no 9 rt 6 rw 6 pinang (penang),2,2
26293,"bank rakyat indon, raya sal, no 39 karang mukti",2,3
37898,jl. clus hang tuah 18 cijengkol grand residence city setu,3,3
141001,"pen 34 pesurungan kidul perum jaya samudra, tegal barat",3,2
120252,"simpang pasar pagi, roa malaka, proyek pasar pagi asemka lantai besment blok c 14 jakarta",1,1
28962,"raya sukma, 25 sukmajaya tajurhalang",2,2
167246,kp warung jengkol rt002 rw 013 pegangsaan dua,1,1
111159,"besn, muding indah xiv kerobokan kaja",0,2
142400,"perumahan wahana cikarang blok b 14 no 20,cikarang selatan,jawabarat,kab bekasi",1,1
33861,sinar indah bagan batu-b sumut bagan batu,3,3
256153,panunggangan utara sek raya 62 rt 8 1 pinang (penang),2,2
165329,"sd negeri kidangbang 03, kidangbang",1,1
214652,"mayj sung, no 3 kelompok bermain siti hajar 3,",3,2
248215,citra swa gra pancawati kel.,0,2
46946,"tb niaga mak perum muka kun indah 1, no a 11",3,3
281501,"pussenarmed (taman kartini), jl. baros c.6 cimahi tengah, cimahi",3,2
140866,"penginapan blok c, haji fachr kebon kacang tanah abang",3,1
207958,"jl. ds yan mamo, nabarua nabire",2,2
247851,kaum sela 65 batujajar barat batujajar,2,2
36964,"mychael motor jelu raya, no 90 serpong utara",3,3
164268,gempeng ramb no 12 67153 bangil,2,2
255131,komp puri bint 18 sawah baru ciputat,2,2
179823,jl. kh hasim assy tem mulyorejo demak,2,2
194619,jl.cendrawasih (soya kecil ambon) kelurahan rijali pos 97123,3,3
889,fahri pro soek hatta,3,2
122563,"enggal waras pak triwahono, karangmojo-semin, gedang rejo",3,1
118785,"bakso boedjangan tam, galur jaya kampung rawa",3,3
109898,alamat desa mekar sari rt 07 dusun 07 kec.karang agung ilir kab.banyuasin sumatra selatan,1,1
134685,"dewi salon, raya pasar inp, 41252",3,3
17648,"gg. aut, 109-27 rw 7 bondongan bogor selatan - kota",2,2
270825,jl. tent pela no 37 mampu wajo,2,2
57088,"jend sudi, no 126 delta helmet, cempedak kotabumi",3,2
286483,panggung lor kuala mas xi 527-519 14 50177 semarang utara,2,2
99674,komp bumi ind 5 lubuk baja kota,2,2
31857,"simpang baru gg. ban, 28 tampan",2,2
29524,"amir ham, no 77 ibu sekar mataram",3,3
164951,jua rawa laut pasar mod kota agung gro flo enggal,3,3
85239,gerendeng raya merd 24 rt 1 2 karawaci,0,2
140422,"discovery hotel ancol - taman impian jaya ancol, jalan lodan timur no.7, rw.10, ancol",3,3
192606,menteng dalam ciku 20 11 12870 tebet,2,2
266835,bril isi ulang aqua,1,2
168527,"smk pgri 4 ngawi (panter) jl. ahmad yani, timur terminal bus lama ngawi",3,3
126860,"mm racing, may d i panja,",3,3
296752,mangga besar man besar 1 27 rt 1 rw 6 taman sari,2,2
154442,"toko rahmat to bel 2, balandai bara",1,3
46621,tanj pura v 27 rt 4 5 kalideres,2,2
220112,"arsa mas cv,",1,3
48195,tubuh pelabuhan feri seng santaria rt 04 02,1,1
81805,sukamenanti onta 2 35125 kedaton,0,2
48880,mli no 11 kerten rt 4 4 laweyan,2,2
270438,komplek puri citra blok a2 no 15 walantaka serang banten,1,1
40438,"kebab sul raya rung mej,",3,2
8740,"sang utara 2, no 205 rw 6 50254",2,2
97844,"jl.merdeka,blok.a1 taman burung",3,3
68931,way kandis gg. melati 1 73 tanjung senang,2,2
50343,mata 181 suryatmajan danurejan,2,2
145545,"flamb iii, no 5 nongsa",0,2
186416,"salon can kawi,",3,1
207084,pendid 51 tegal rejo medan perjuangan,2,2
187589,"perumahan green prabu town house,",1,1
289453,"trans pal, no 6 kota pulu kel.",2,2
273339,"mbs, dur, no 220 28231 payung sekaki",3,2
139561,"bojong rawalumbu sela jaya toko raya naro, c 3 17176",0,3
273890,"jl. danau 16, panorama singaran pati",2,2
134816,notoprajan kh. ahmad dah 141 55262 ngampilan,0,2
73383,"kh mas mans, no 12a rt 4 rw 2 bekasi jaya bekasi timur",0,2
191515,jl. lin riau bahtera makmur bagan sinembah,2,2
48811,imam bon no 97 toko modis,3,3
70812,jl. persahabatan vii no 129 b. green cipedak townhouse,3,2
296695,"sd neg 14 toho,",1,1
64559,"mi swa ma'a banggle,",1,1
84540,"raya naro, 114 limus nunggal cileungsi",2,2
53938,"beard pap, komp rri,",3,2
249088,"tedi tek ac, swad, bukit lama ilir barat i",0,2
283844,"rose gar 3, jaka setia kel.",0,2
185010,"makasar kel. kerja bakti, 55a 2",2,2
268681,"empoang selatan pahl, binamu",2,2
94207,pegadungan keruk no 3 rt 6 12 11830 kalideres,2,2
13226,taman royal 1 mahoni 6 no 37 cipondoh- tangerang,1,2
71068,"ist alf, komp istana alf, sungai lulut",3,2
6541,kend gg. xiv no 106 4 kendangsari tenggilis mejoyo,2,2
210638,"puskesmas cileunyi wetan, nasio,",3,2
15543,danau agung 6 sunter agung kel.,2,2
181371,petisah hulu has 5-11 20152 medan baru,0,2
216847,pasar 2 namotrasi kecamatan sei bingai kabupaten langkat,0,1
292918,jajag krajan rt 5 rw 3 belakang terminal jajag desa jajag kec gambiran 68486,1,1
219880,"soto kudus kedai taman, gay gayungan",3,3
189949,"manyar jaya,",2,2
111107,"jembloenx aga, kerso kedung",1,1
155134,"soto pak jon, brajo tam tamantirto",3,3
211408,desa sidomulyo dusun 3 stasiun padang halaban,1,1
217041,pinus iii no 16 pengasinan rt 1 rw 25 rawalumbu,2,2
48826,"purnama electr kebo iwa, denpasar barat",3,2
273135,roro 5 no 97 rt 3 6 cilincing,2,2
124369,ciga raya sela 4 sadang serang coblong,0,2
98324,"kalicacing bun, sidomukti",2,2
139288,asian high 2 panjunan kudus kota,2,2
288582,"multi graf, laute, 3 93111",0,2
116150,"mangga besar raya, tangki kel. taman sari",2,2
4526,"jend a. tha, simpang iv sipin telanaipura",2,2
179011,wisata bukit mas grand palais g2 10,1,1
155654,jl. moh. raha i 8 cibaduyut wetan bojongloa kidul,2,2
248767,"jl. yosodipuro no.133, solo paragon mall lt.1, samsung experience store",3,3
199581,raya plere 96 trusmi kulon plered,2,2
55074,"borong rappoa smp negeri 37 bulukumba, desa bor rap, no 7 92562",3,1
244715,ked baruk 56 kedung baruk 3 rungkut,2,2
163367,"bank rak indon cile, 156 kotakulon garut kota",3,3
97916,jebres sami 11 57126 jebres,2,2
166309,jl.aurk lipat kain utara kampar kiri,2,2
106954,"disporbudpar prov kalima sela, pram, pemurus luar banjarmasin timur",3,2
9721,pos polisi nusakambangan,1,1
160179,susukan tb sim 20 rt 5 2 ciracas,2,2
258053,"amar rex utama pt, raya ser, cikupa",3,3
13949,lor teru 1 3-4 ulu,2,2
191897,kedai brek mojotengah,1,3
255503,"panarung ado samad, 401 74874 pahandut",2,2
103437,"pt bpr pun ahmad yani, 76",2,3
32434,"asian high 25, 18 ilir ilir timur i",2,2
274826,sabaru sur i no 43 sebangau,2,2
120377,"mt hary gg. 17, 62 dinoyo lowokwaru",2,2
129598,rb. siag jambi selatan,2,2
81727,saph v 7 kebomas,2,2
20383,"pram, 70 rt 7 rw 2 10570 cempaka putih",2,2
297932,gedong panjang gg.hanura liberia dalam rt013 010 no.19a,1,2
12505,"pue bongo, no 98 perkumpulan kelu berencana indon pkbi,",3,2
208282,"jayasampurna nila, 17330",2,2
213241,"jl pluit karang ayu barat no b1 rt 20 rw 2, apartemen green bay pluit tower h 16 af",3,3
174548,"western union, pem baru,",3,2
93975,suka indah raya no 48 gadobangkong ngamprah,2,2
294583,"toko gaten, bondowoso",1,1
159994,al hida i jatibening pondok gede,2,3
12635,"blue diamond it mart, pang sudi",3,3
16809,singaraja ir. h. jua 44 45218 indramayu,0,2
47199,marga mulya mul 18 rt 7 6 bekasi utara,2,2
89369,kopat dara halim perdana kusumah makasar,2,2
166421,pante pirak t. hasan dek,3,2
105926,rafli service hot end cool,0,1
184350,beng hara ii 110 bengkong laut bengkong,0,3
299905,"toko karya tani, multa, no 83 42311",3,3
130780,jl pasar srum srumbung srumbung,0,2
31161,"sidomoyo makam bendo sekar, 55564 godean",1,2
61865,"kompi udin, 10 rt 1 20 kelapa gading",0,2
166023,perak timur pabean cantikan,2,2
208201,"santi jati, kota juang",3,2
159642,gun sopu no 253 padangsambian klod denpasar barat,2,2
106300,"kan pemas kpbs pangalengan, purwak kolo rah,",3,3
246708,kantor dinas kesehatan kab sumba barat daya nusa tenggara timur,1,1
4246,"alvi kids salon, pondok ungu sek 5, babelan",3,3
278688,fera staf stasiun ancol pademangan jakarta utara,1,1
290076,"artpress lasercut duta indah iconic, jl. mh. thamrinblok c no.17, rt.003 rw.002",1,3
118544,"ant, jatimakmur pondok gede",2,2
43089,angg 49 jatirahayu rt 2 rw 21 pondok melati,2,2
142380,"perum tuban hous, no 2",2,2
281402,"pondok jagung timur ros iii, 44 15326 serpong utara",2,2
126727,"raya cita, no 17",2,2
195013,"bas rah, jatirejo kel. wonoasri",2,2
192425,"yayasan hara ban, dip",3,3
69027,jl. raya mari pelab sunda kel ancol pademangan,2,2
230969,srik ngaglik,2,2
178792,malabar cipa sela 2 lengkong,2,2
289995,angg cen raya 95 kemanggisan rt 4 3 palmerah,2,2
14555,patti kenali besar kota baru,0,2
241700,muria oro-oro dowo klojen,0,2
39995,asrama tni ad kuta alam barak v no.82 kecamatan kuta alam banda aceh,1,1
22186,bojonggede mer 2 15 bojonggede,2,2
187951,"penanggungan mayj panja, no 205 65113 klojen",2,2
80424,teluk pucung nan 26,0,2
183605,"libe tai, vila asri, mustika jaya mustika jaya",3,2
54910,sla pepelegi waru,2,2
294736,"toko kabel vald adid kh abdul lat, sumurpecung",3,3
10748,"super swag dis, bontota",3,2
182711,raja vii babelan kota,2,2
25241,timor cinere cinere,2,2
57799,timur lapangan sumberjati rt. 16 rw. 03,1,1
197878,"sd negeri cilacap 08, rinj,",3,3
86039,jayamukti kamp bin no 38 17530 cikarang pusat,2,2
207747,ponti i 76 yosowilangun manyar,0,2
75799,bongkaran semut kali ii 2 6 pabean cantikan,2,2
197978,"muha siraj, lin sumbawa, selante plampang",3,2
3815,toko maman rw 2,1,1
139208,gg. muha 197 pelindung hewan astana anyar,2,2
121689,"sun bak,",2,2
45664,"raya cibeu, mulyaharja bogor selatan - kota",2,2
42947,"azarious britt lounge cafe,",1,1
114744,bunga merak 7 35 perumnas way kandis tanjung senang,2,2
141148,komp must griya per 18 loktabat utara banjar baru utara,2,2
81802,"gg. sa'ih, pengasinan rawalumbu",2,2
242952,"jend s par v no 21a bumi jaya traiding, waru",3,2
281096,"gang gun pot ii,",2,2
269781,"dr sut, no 53 dokter gigi pitoyo wd jenang",3,3
43458,d sut 30 pati kidul pati,2,2
111549,kra timur 1 ujung pangkah,2,2
225459,nerada estate blok b2e no.3,1,1
122044,kota baru gg. sum agung 2 no 24 78115 pontianak selatan,2,2
21137,"anda jaya pt, raya tebel,",3,3
27920,tebet timur dalam raya patokan nya depan pasar pspt tebet dalam raya,1,3
5232,tugi 12 rt 1 1 kompleks kenjeran bulak,2,2
90028,"momm bali, nak, pemecutan klod denpasar barat",3,3
143825,"pt asuransi tri pakarta jend. a. tha,",3,3
183749,layar per 7a 70 kapuk muara rt 12 penjaringan,2,2
113342,bina asih ii no 28 rt 5 9 jatiasih jatiasih,2,2
217084,kena 472 33253 belinyu,2,2
167519,karang anyar gg. got roy viii 40 rt 1 3 neglasari,2,2
16243,"cik sela,",2,2
64009,"warung makan mbok minah a. w. soem,",3,3
14548,menara bank mega semarang jalan pandanaran no. 82,3,3
69398,"pt lamsayang tim serasi, batas cab kampa mati perawang barat tualang",3,3
269201,teladan timur jl. pela gg. per timur medan kota,2,2
42269,sate 2 15 iringmulyo metro timur,2,2
206696,dukuh pakis pakis bukit aster no 28 rt 0 rw 0 dukuh pakis,2,2
190228,lr. somel temmalebba bara,2,2
297324,pegadungan keharmonisan 4 rt 2 rw 12 kalideres,2,2
142422,"stad utara, 5 sisir batu",2,2
274499,"raya bogor, 36 mand micro business unit jaka plaza krama indah, rw 6 kramat jati",3,3
248142,"garuda barber, parangtritis, bantul",3,2
258169,"ratih flo shop abian, raya abian abianbase",3,3
177961,"toko farida br. hara, jahe raya, medan tuntungan",3,3
218093,"ksu kharisma madani bedu,",3,2
256854,cabe iv pondok cabe ilir pamulang,0,2
9193,dupak rukun barat asem rowo asemrowo,2,2
128786,"seng shui, pasir koja nyengseret",3,2
14106,"sido rejo kios prcet dan fotokopi mopi ir sut, 34383",0,3
39688,lor iiic 24 semper barat rt 5 7 cilincing,0,2
286522,arief rah hak gg. pad lawas 18 20217 medan area,2,2
16420,"golf, trinunggal komara. pt,",3,1
54963,cit gar cd3 lambangjaya,2,2
48169,bulak bulak setro utara ii 21 rt 3 4 60124 bulak,2,2
235984,seberang mesjid kamp mel darat 5 banjarmasin tengah,2,2
233152,"holis, no 229 pt. campina ice cream industry, bandung kulon",3,3
204760,bo per v lebak bulus cilandak,2,2
93128,jl.r naro cileu rt01 cileungsi rw 7 cileungsi,2,2
200975,"desa curahkalong, kec.bangsalsari, kab.jember (lapangan gambirono ke utara)",1,1
225753,cilu mekar situgede bogor barat - kota,2,2
138263,wono akcaya,0,3
109843,"a ujung kar anyar, 2 kartini rt 10 7 sawah besar",2,2
199003,kapuk ped depan 239 rt 8 16 11720 cengkareng,2,2
188137,"sada pratama ungg pt, blora, no 33 rw 6 menteng",0,3
36700,"honey green, sian",3,1
112281,"cleam stu art & gal,",0,2
203259,pahl much 57 rancaekek kulon rancaekek,2,2
262165,cipocok jaya grand ser asri 21 42121 cipocok jaya,2,3
29684,"pon pesantren fadris fattihiyah idrisya, cipondok sukaresik",1,1
46797,asrama brimob kotaraja rt rw. 01 02 vim,0,1
223162,jemb pulo kauman,2,2
203308,banyu ajuh raya kamal 28 kamal,2,2
154843,asian high 2 23,2,2
79561,"abil collec l. l. r. e. martad, cihapit",3,3
238206,"jatinegara waru doy, 8 rt 4 rw 8 13930 cakung",2,2
22044,"agen perum marb 2 ten sul, belian",3,3
135981,"ceria photo, jambi selatan",1,2
250296,"grogol jl. ciare wista, no 115 rt 1 3 gerogol",2,2
158738,pulau kel i 32 kembangan utara rt 5 2 kembangan,0,2
222440,"naba rac, raya kopo sore,",3,2
25290,"tugu gar putra 2, 23 16451 cimanggis",2,2
254133,plesungan pande besi 9 kapas,2,2
3701,"sidorejo toko, tent pela no 93 rw 12 lamper kidul candisari",2,3
51373,mawar margahayu utara,2,2
95703,"pang fassion,",1,2
183952,musholla alhuda raya jungp,3,3
38160,"sd negri pajang iv lempu, no 55 57146",3,2
245550,"perta, 258 majalengka wetan majalengka",2,2
194862,"bakso ateng parto cab merpati, merp, randugunting",3,3
230288,jam no 57 toko swamy kricak tegalrejo,3,3
42504,h. ikh sangiang jaya periuk,0,2
249601,btn cabalu blok c 6 no 5 desa paenre lompoe,1,1
273815,pandanlandung gun jati 11 65158 wagir,2,2
24905,"khoi, porong",1,2
40534,nyomplong jl. nyomp jl. pabu 21 warudoyong,2,2
194785,"tabbuakang, rw rt= 002 002 cat biru sebelum sekolah ""mis bangkeng buki"" kelurahan : bukit",1,1
200928,purworejo pasar sema baru 34387 pasir sakti,2,2
260599,"cita sumatera agung,",1,2
97613,"jaka barat, pomala binatama. pt 1",0,3
194598,cinde utara jomblang candisari,2,2
160853,pondok kacang timur beli i 9 rt 1 7 15226 pondok aren,2,2
6659,"warnet dhila net, pattallassang",1,3
54041,"kios purba, sula, wamena",3,3
224509,"tanj, no 29 permh. serua indah residence serua",3,3
187493,cilamaya raya bara 246 cilamaya wetan,2,2
56189,ser 58 jagakarsa,2,2
70866,"jend sudi timur, purwokerto selatan",2,2
187378,"toko bunga putri flor, mayor oking, no 57 margahayu",3,3
257204,balekambang amd 20 no 20 rt 7 1 13530 kramat jati,2,2
181064,"jki manna ekkl, bukit dieng per pisang candi sukun",3,2
150444,bayam beringin raya kemiling,2,2
209085,"ypp nurul wathan nw plam, praya barat daya",1,3
71972,"tb agung mulia, syekh qurd",3,3
190396,pesanggrahan bint per no 13 rt 4 3 pesanggrahan,2,2
64003,"chik muha tha pere, 35 bandar baru kuta alam",2,2
66631,perum cijerah gg resmi asih 1 no 22 blok 18 gempol,1,1
38754,zent 3 ampeldento karangploso,0,2
194655,shi 10 rawa buaya rt 8 9 cengkareng,2,2
105675,tanjung duren selatan tanj duren sela ii 15-13 2 grogol petamburan,0,2
116290,"par sarpo raya,",2,3
148274,"raya mangu nogo,",0,2
241891,"gg. karun, 10 35151 langkapura",2,2
194355,"langgengsari toko tori,",0,1
181245,demangan soek - hatta 21 taman,2,2
71147,teng raya 716 banjar sugihan 4 tandes,0,2
171814,"putra jaya. cv ser kko badar, sungai buah ilir timur ii",3,3
135531,h. abih 112 jatiluhur rt 4 7 jatiasih,2,2
247221,"r kr, jombang wetan",2,2
37974,kestalan abdul rah saleh 45 banjarsari,2,2
224129,cigadung boj ten 307 40191 cibeunying kaler,2,2
161444,"pen raya, no 121 warung raja kremes, 3 tambora",0,3
161760,"sitimulyo ayam bakar binbaz, raya sitim, 55792 piyungan",3,3
70989,jln ki gede ingin suro no 190 30144 ilir barat ii,2,2
166954,raya tonj no 33 bojonggede,2,2
72328,"taman burung , jl.adipati kusumah no.19",3,2
221193,"batam resto seaf, m h tham boule, kebon melati tanah abang",3,3
12476,dha bu pemurus luar banjarmasin timur,2,3
232522,smp fatahi jaya jawa raya suka pura,3,3
251599,"jagakarsa, jagakarsa kel.",2,2
280125,nolokerto raya timur kaliw kaliwungu,2,2
5753,"a. h. nasu, pasir endah kel.",2,2
190898,bas rah 97 kandangrejo kedungpring,2,2
275903,radio dalam raya gandaria utara ruko dwijaya plaza rt 3 11 kebayoran baru,3,3
68769,vete 29 kepandean baru ilir timur i,2,2
296322,"pahl, no 59 sawangan",0,2
223294,"intan mas motor, raya banj, pameungpeuk",3,3
140804,pik peng cakung,2,2
245696,imam bon 33 brandan timur baru babalan,2,2
28637,"tipar raya, 59ab rt 5 rw 9 mekarsari cimanggis",2,2
218564,paci indo raya ser,3,3
208327,"kayu gede 1, paku jaya serpong utara",2,2
33362,"building management jend gatot subr,",3,3
221417,"omaya store, supr, no 17a 38235",3,3
23822,taman sak babakan babakan ciparay,2,2
153828,"sungai raya sd neg 27 sungai raya flamb, 82",0,3
205874,tawangrejo taw arum no 186 kartoharjo,2,2
282103,nuri 48 sepang jaya kedaton,2,2
180237,gandul pus iii no 2 cinere,2,2
20819,kb cahaya rasa lagadar margaasih,1,1
108660,"bengkel las assyifa,",1,1
52443,"multi expr pt m. hasi,",3,3
87812,"kreasi interior, raya pon jag timur",3,2
275266,siak 2 106 labuh baru barat payung sekaki,2,2
32821,asa no 2 djoko much sh,3,2
274887,"jl. pluto dalam 2, pluto hills residence no a1 (samping pos satpam)",3,3
253252,waduk oro- ombo ngetos,1,2
208275,"karet semanggi mat, 79 rt 8 2 setia budi",2,2
8736,"koja lor 5, no 59 rt 10 5 koja",2,2
295154,makam mbah h mak kara,1,3
156439,gun galung raya bintara jaya bekasi barat,2,2
44519,"pasirjati kel. babakan teur, no 30",2,2
252806,kademangan komp batan indah 5 15314 setu,2,2
91527,"yummy pie susu dan coklat retro, ledok argomulyo",1,1
34392,kena oro-oro ombo kel. batu,2,2
204700,"isl aqua, pele raya kelapa gading",3,2
202518,"kost warna biru depan rumah makan ayam goreng bu tini, jl. lowanu no.99b, sorosutan",3,3
260533,"alfa raya ngan, wilangan",0,3
151500,dip 22a genteng kulon,2,2
208037,"travel umroh dan haji plus arminareka perdana,",1,3
229639,majidi dr. cipto mang 83619 selong,2,3
151556,tamb braga sumur bandung,2,2
58199,"jeli, raya and",3,3
136773,"talang pancur no 42, pasar ulu muaradua kab.oku selatan",1,1
15564,pulau seba 32 dauh puri klod denpasar barat,2,2
235120,taman ganesha blok.d8 no.26 telaga kahuripan,1,1
194428,jl. raden gunawan perum griya kencana,3,3
295700,"tirta kenc 5,",2,2
133158,lor kedon 89 kemang manis ilir barat ii,2,2
121619,"dinas kesehatan kelurahan citan, buyut arman",0,1
80654,"desa lakukang, kec. mare kab. bone",1,1
220320,"mess pt. babe kota, belen,",3,3
183546,"cluster asia green lake city, asia, 39",2,3
133867,"byp ngu rai, no 99 kuta",2,2
14776,pari no 20,2,2
13640,komplek puri citra pipitan blok b2 no.14 rt rw :022 06,1,1
287947,"sidodadi batu delapan sido batu dela kel., 20551 pagar merbau",1,2
142249,jl. daeng utih 47 suka karya marau,2,2
170714,kh. abdul karim 57-71 pekelingan gresik,2,2
86536,"cent emas lotim, rumbuk",1,2
220304,"gg. mawar indah, 169 karangasem utara batang",0,2
142222,"lam wisata kaum,",3,1
203818,jl.tumaritis 2 per.three residence no.14 rt.01 04 kel.harjamukti,3,2
186021,"dsn vi kptempel, desa perk aek pamienke (mawar net)",1,3
152121,"gud lamina, kali baru barat, bungur",3,2
169190,"wal baru raya, rt 5 15 tugu utara koja",2,2
55860,mustika jaya perum kodam raya 16 rt 4 13 mustika jaya,2,2
32342,"sekarpuro kapi sata bali vi, 65154 pakis",2,2
74150,"bojong baru kin air, 69",2,2
244121,"teladan lin suma, 15 21144 siantar barat",2,2
157666,"bambi. pt marg raya, pondok cina",3,3
79895,glugur darat ii gg. keri no 22 medan timur,2,2
214623,gaga i no 3 tegal gundil bogor utara - kota,2,2
291473,dip yosowilangun kidul kencong,2,2
158802,"duta borneo mandiri. cv, kakap, no 10 10 semarang utara",2,3
130034,"perumahan hawaiian, note: perumahan hawaiian blok d no 3",1,1
59165,juma pert kuta buluh kuta buluh,1,2
150824,"primubi aqua, pelab ii",3,2
141828,rs tarakan jakarta pusat,1,1
164481,"adbs pontianak, jne agen ambawang, jl. trans kalimantan, parit masigi, kalimantan barat",3,3
137172,"suro i, bulak banteng kel. kenjeran",2,2
135499,karya bha 33 parung serab rt 6 3 ciledug,2,2
223102,kutaraya kolo noeh macan 637 30614 kayu agung,2,2
10392,"curug kulon gg. iwa subr, curug",2,2
88769,nirvana pict jan 4 no 34 tegalgundil,2,2
225334,"pasu, rt.04 rt 4 garut kota",2,2
119014,"jl. pahlawan no. 9 setda prov. jateng, gedung d lpse provinsi jawa tengah",3,2
272378,asah gob munduk banjar,2,1
148393,"gil laundry, byp nusa,",3,3
193426,"lim motor, ciro, tarogong kaler",3,3
269430,tanjung rejo cycas raya 38 20122,2,2
212953,"danar, tri lomba juang",3,2
121337,kumai hulu pel kumai,2,2
152902,"lin suma, dwikora siantar barat",2,2
100772,dangin puri kaja gg. ken viii 6 denpasar utara,2,2
65835,"uni, danau sunter utara, sunter agung",3,2
257528,jl tanah pasir rt.16 07 no.1 (rumah pak rt) dekat masjid nurul islam,3,3
115916,jend pol anton suja srondol wetan banyumanik,2,2
116794,haur jaya ii no 104 kebon pedes rt 2 7 tanah sereal,2,2
175975,condongcatur gg. jemb. merah iii no 152 55281 depok,2,2
258969,asrama tni ad kuta alam barak 12 .no. 160 .kuta alam banda aceh,0,1
154418,"kawasaki jensod pt sum buana motor suwar, pekaja",3,3
63756,"gg. blim, bandar kidul mojoroto",0,2
131400,"sapta griya bus semeru 1,",3,2
188184,"cipeundeuy indu cima i, 45 padalarang",2,2
12275,"perum prota, no 32 karangtengah",0,2
24049,"raya pare diwek, no 18 dewan pengurus kecam partai keadilan sejahtera, diwek",3,2
124915,"mts salafiyah,",0,2
54788,jatimakmur man 40 rt 1 11 pondok gede,2,2
173071,"k h mas mans, 81 pt. inteleg anugrah wisata rw 5 kebon melati",3,3
143581,"treng i, penatih kel. denpasar timur",2,2
132417,"sungai keledang reel 3, no 1 samarinda seberang",2,2
239807,del kond ind 10 kondangjaya klari,2,2
227235,"villa asri blok f12 rt rw 004 026 kel kec mustika jaya,bekasi kota",1,1
72323,"tpa hiday islam, asem jaran",1,3
29823,"bekasi jaya kh mas mans, 26 2 17112 bekasi timur",0,2
232053,"salon momnya el, sama pak",3,3
177914,kios jelly potter alfamart kavkud baru sebrang dapur kayu jl kolonel masturi,3,3
75491,tuba ism - depan 87 sekeloa coblong,2,2
297450,badan pusat stati kh sula,3,3
71453,"pecoh raya jend gatot subr, 68 35226 telukbetung selatan",2,2
145266,mast warugunung karangpilang,2,2
84527,"perdag, no 28 kuin utara kel.",2,2
56458,raya mondo losari singosari,2,2
60101,d sart 19 rt 1 13 kramat jati,2,2
122188,"jaticempaka lubang buaya, 2431 13620 pondok gede",2,2
194137,"erfina kencana regency, blok f1, nomor 53",1,1
191090,"pintar door smeer, setia budi, medan selayang",3,2
207785,"dapoer kita, toman i, tengkerang barat",3,2
232643,jatipulo kota bambu 48 9 palmerah,0,2
298134,"aru, kebumen",2,2
94068,"toko mai lidi jaya, cipta, ciruas",0,3
133464,"tera putih, rengas ciputat timur",2,2
47379,"sd negeri o91, tanah jawa",0,1
202800,sibo bor - para 53 gurgur aek raja tampahan,2,2
41512,ince nur 41 sawerigading ujung pandang,2,2
20772,"raya sat jaya, no 80 pangkas ram rizqy, tambun utara",3,3
19108,"perum multi lest,",2,2
35973,pt dua sar tek natai ara sido rejo,3,3
134679,stasiun ciganea atas,1,1
178496,"lin suma kota marta, pertamina, martapura",3,2
17201,"kedai aceh pak cik as, danau bra,",0,3
275316,"a.r. hakim, kotabangon kotamobagu timur",2,2
153598,"murt, 250 satreyan kanigoro",2,2
282586,"yogyakarta international airport, lt.3, customer service.",1,1
250416,"cluster grand pamulang residence blok k9 jl.sukamulya raya ,serua indah ,ciputat",3,3
188908,"sumerta aka iv, 42 80239 denpasar timur",2,2
144515,gg 9 malaka jaya duren sawit,2,2
192939,"h ibra adjie, no 392 aiysyra, binong",3,2
4598,gedung kuning arah pelabuhan kali adem,0,1
87808,harmo 9 rw 3 cipondoh,2,2
89214,sho iska 5 cibadak rt 2 12 tanah sereal,2,2
201799,"motor cahaya prima kh. has ash, gambir",3,3
119854,byp ngurah rai denpasar timur,2,2
85829,kart vii 20 tajur rt 5 4 ciledug,2,2
209543,"taman duren sawit, no f4 18 rw 16 duren sawit kel.",2,2
261606,perum griya cile 10 karangasem rt 1 rw 12 cibeber,2,2
263561,jat barat 1,2,2
27193,kapuk muara mand per no 45 rt 10 rw 7 14460 penjaringan,2,2
216225,de latinos cluster hacienda mexicano blok c15 no.9,1,1
153990,kedungwuni timur raya capg 28,2,2
122299,"edi barat 3,",2,2
122046,"banuri kadir, komplek kenjeran kel.",2,1
93143,btn peng 7 pengawu palu selatan,2,2
91998,gang belim rejasari kel. purwokerto barat,2,2
269075,"war pak dono, arif rah hakim, gapurosukolilo",0,3
16297,jaga 49 6 gabahan semarang tengah,2,2
