entity,predict,output
POI,warung nasi pada moro,warung nasi pada moro
POI,komplek griya saluyu,komplek griya saluyu
POI,waroeng fachri,waroeng fachri
POI,pd. bangun jaya,pd. bangun jaya
POI,konex cell,konex cell
POI,studio musik improvez,studio musik improvez
POI,palang merah indonesia,palang merah indonesia
POI,toko harian dua putra,toko harian dua putra
POI,du lyon,du lyon
POI,hisana fried chicken,hisana fried chicken
POI,ayam penyet endes,ayam penyet endes bella
POI,toko alat tulis,toko alat tulis
POI,tirta marta,barbados
POI,cv. hikmah fb,cv. hikmah fb
POI,warung tepo,warung tepo
POI,masjid al-hidayah,masjid al-hidayah
POI,jaya imperial park,jaya imperial park
POI,ledok sambi,ledok sambi
POI,kahuripan residence,kahuripan residence
POI,komplek kodam,komplek kodam
POI,aditya salon,aditya salon
POI,dusun setana,dusun setana
POI,easypay,easypay p
POI,musholla al-muhajirin sentosa,musholla al-muhajirin
POI,beef bowl,beef bowl
POI,buini cafe & resto,buini cafe & resto
POI,agung potong rambut,agung potong rambut
POI,gor prof. tahir djide,gor prof. tahir djide
POI,kreasi jaya las desak,kreasi jaya las
POI,warung jengkol,warung jengkol
POI,pasar maruyung(gang engga,pasar maruyung
POI,banjar dinas kawanan,banjar dinas kawanan
POI,potong rambut,potong rambut
POI,etek eli,sarapan pagi etek eli
POI,bhodonk net,bhodonk net
POI,aloha,"aloha, raya waru km 15 sawotratap sidoarjo"
POI,dapoer lona,dapoer lona
POI,taman bunga,taman bunga
POI,van java,van java
POI,toko alat jahit,toko alat jahit
POI,kim 1,kim 1
POI,pabrik adiputra,biskuit mujur pabrik
POI,rumah makan putri minang,rumah makan putri minang
POI,home pro,home pro
POI,zahra cell,zahra cell
POI,lubuk rukam,lubuk rukam
POI,tambal ban pake kragilan,tambal ban pake
POI,potong rambut riantono,potong rambut rian
POI,kusman elektro bengkel,kusman elektro bengkel
POI,kedai jamu mba tri,kedai jamu mba tri
POI,toko yesi,toko yesi
POI,atlo fashion,atlo fashion
POI,bubur pa anjo,bubur pa anjo
POI,jaya phone cell,jaya phone cell
POI,musholla riungan bartaper pesona alamkaca residence,musholla riungan bartaper
POI,semah,semah
POI,karya prima,karya prima
POI,masjid miftahul falah,masjid miftahul falah
POI,pempek purnama toledo,pempek purnama
POI,distributor cd sabda,distributor cd sabda
POI,kampung indian kediri,kampung indian kediri
POI,hino parts shop,hino parts shop
POI,insp cengka drain,sdn 05 06 07 08 kembangan utara
POI,graha berlian,graha berlian
POI,terminal bus pacitan,terminal bus pacitan
POI,tb jati indah,tb jati indah
POI,sarinah plaza lantai 2 food court makan nakam,sarinah plaza lantai 2 food court makan nakam
POI,barber pop-ho,barber pop-ho
POI,tpu ngrandah,tpu ngrandah
POI,pangkas rambut rick,pangkas rambut rick
POI,kurnia cell,kurnia cell
POI,lapangan desa kalikesur,lapangan desa kalikesur
POI,foto copy,foto copy
POI,toko harno,toko harno
POI,toko cat warna alam abadi,toko cat warna alam abadi
POI,terminal indihiang,terminal indihiang
POI,komplek bppt,komplek bppt
POI,green bay,green bay
POI,parlan,parlan
POI,polsek jetis,polsek jetis
POI,plaza telkom,plaza telkom
POI,singapore dessert,singapore dessert
POI,rudhia photography,rudhia photography
POI,taman budaya,taman krueng daroy
POI,perum kotabaru permai,perum kotabaru permai
POI,bintang pay,bintang pay
POI,diana,diana
POI,kios tani makmur,kios tani makmur
POI,tambang ayam,tambang ayam
POI,ud. bu kartini,ud. bu kartini
POI,bengkel mobil ayu jaya,bengkel mobil ayu jaya
POI,dusun cemporonan dekat masjid jami'atul hidayah,masjid jami'atul hidayah cemporonan
POI,stasiun ledokombo,stasiun ledokombo
POI,kb firdaus,kb firdaus
POI,toko gudang,toko gudang
POI,apotek yanis,apotek yanis
POI,pabrik boneka,pabrik boneka munjuljaya
POI,arfa institute,arfa institute
POI,musholla spbu,musholla spbu
POI,sinar jaya,sinar jaya
POI,mars gym,mars gym
POI,bank dki kk jagalan surabaya,bank dki kk jagalan surabaya
POI,focus digital design,focus digital design
POI,mandiri jayalina,mandiri jaya
POI,mi negeri 2 pakpak bharat,mi negeri 2 pakpak bharat
POI,mts swasta miftahussalam garuda,mts swasta miftahussalam
POI,bakery kediri,bakery kediri
POI,q ta fresh,q ta fresh
POI,style and mood six,style and mood
POI,erfina kencana regency,erfina kencana regency
POI,kenztwo studio,kenztwo studio
POI,yayasan al hikmah,yayasan al hikmah
POI,nasi goreng,nasi goreng
POI,gama smart,gama smart
POI,rusun sarijadi,rusun sarijadi
POI,banjar dinas kanginan,banjar dinas kanginan
POI,ud. erlita,ud. erlita
POI,pt. elang perkasa film,pt. elang perkasa film
POI,musholla,musholla
POI,kedai harian kelvin,kedai harian kelvin
POI,wuling margo city,wuling margo city
POI,optik melawai sidoarj,optik melawai sidoarj
POI,luigi,luigi
POI,ayam geprek bu hilal,ayam geprek bu hilal
POI,herma motor,herma motor
POI,nayana shop,nayana shop
POI,game center,game center
POI,roudlotul ulum,roudlotul ulum
POI,tb dwi agung,tb dwi agung
POI,u com,u com
POI,rm sekar abadi,rm sekar abadi
POI,ina salon,ina salon
POI,terminal tondano,terminal tondano
POI,perumahan wahana,perumahan wahana
POI,truly mora. pt,truly mora. pt
POI,star music entertainment,star music entertainment
POI,erfina kencana regency,erfina kencana regency
POI,pasirian hadi wijatmoko,hadi wijatmoko
POI,indonesia exim bank,indonesia exim bank
POI,taman melati,gardu induk pln
POI,yulia salon,yulia salon
POI,kavling polri,kavling polri
POI,komplek bea cukai,komplek bea cukai
POI,puri harapan,puri harapan
POI,project one,project one
POI,wahana rezky,wahana rezky
POI,uct,uct
POI,kuala mas cv,kuala mas cv
POI,pangkas rambut khat,pangkas rambut
POI,posyandu seruni,posyandu seruni
POI,komplek perkantoran,komplek perkantoran
POI,kampung sumur,kampung sumur
POI,posyandu nusa indah,posyandu nusa indah
POI,restoran delima,restoran delima
POI,banjarankan,banjarankan
POI,ud a berkah,ud a berkah
POI,toko klontong,toko klontong
POI,grand depok residence,grand depok residence
POI,terminal pelabuhan ratu,terminal pelabuhan ratu
POI,graha tunas,graha tunas
POI,griya auto film,griya auto film
POI,kantor pt angkasa pura ii,bandar udara tjilik riwut
POI,bandar udara tjilik,bandar udara tjilik riwut
POI,vaduci,vaduci
POI,the prominence tower,the prominence tower
POI,taman graha candi,taman graha candi
POI,masjid al-ikhlas,masjid al-ikhlas
POI,bukit indah motor,bukit indah motor
POI,bumiputera asuransi jiwa bersama,bumiputera asuransi jiwa bersama
POI,erfina kencana regency,erfina kencana regency
POI,toko aneka plastik & bahan roti werdi dadi,toko aneka plastik
POI,pesantren 84 ciganitri,pesantren 84 ciganitri
POI,perum dirgantara permai,perum dirgantara permai
POI,muncul abadi pt,muncul abadi pt
POI,queen shop,queen shop
POI,stasiun tenjo,stasiun tenjo
POI,lebak jero,lebak jero
POI,barbershop azzam,barbershop azzam
POI,ruko parakan jaya,ruko parakan jaya
POI,hotel harka,hotel harka
POI,utami,utami
POI,suyatno,suyatno
POI,salsabila residence,salsabila residence 2
POI,banjar asah tegeh,banjar asah tegeh
POI,hj iin salon,hj iin salon
POI,rak lintang kel.,rak lintang kel.
POI,toko velis,toko velis
POI,tahu walik 1 porsi 5000,tahu walik 1 porsi 5000
POI,madrasah tsanawiyah al mu'minun,madrasah tsanawiyah al mu'minun
POI,sunmotor buana trada,sunmotor buana trada
POI,sruwo kulon,sruwo kulon
POI,muka,taman kayumerah
POI,smas al islam,smas al islam wirosari
POI,toko dicky,toko dicky
POI,ruko permata kebayoran plaza,ruko permata kebayoran plaza
POI,tb. pustaka umum,tb. pustaka umum
POI,perum griya kencana,perum griya kencana
POI,balai selasa,balai selasa
POI,badan kerjasama organisasi wanita,badan kerjasama organisasi wanita
POI,ayam goreng pak joko,ayam goreng pak joko
POI,lapang huve,lapang huve
POI,naufal cell,naufal cell
POI,workshop sumi kusen,workshop sumi kusen
POI,ruko bumi satria kencana,ruko bumi satria kencana kav. a-10
POI,fomo bali ho,fomo bali ho
POI,graha bip,graha bip
POI,art shop,art shop
POI,kp.lebak jero,lebak jero
POI,tk kartini,tk kartini
POI,komplek puri citra,komplek puri citra
POI,toko royal,toko royal
POI,innovation factory,innovation factory
POI,twisto,twisto
POI,smpn 6 gunung megang,smpn 6 gunung megang
POI,dino,dino
POI,warteg rizky,warteg rizky
POI,bk 3,bk 3
POI,cafe mbk nur,cafe mbk nur
POI,komplek telkom griya satwika,komplek telkom griya satwika
POI,pangkalan jati,pangkalan jati
POI,sagu,nand
POI,nerada estate,nerada estate
POI,kp. lembur sawah,kp. lembur sawah
POI,rm. bintang anugrah,rm. bintang anugrah
POI,griya sulfat inside,griya sulfat inside
POI,griya mijen permai,griya mijen permai
POI,peduli achilles service shocbreaker,achilles service shocbreaker
POI,perumahan setara,perumahan setara
POI,perumahan surung dayung,perumahan surung dayung
POI,dr. yunus p.,"dr. yunus p., spb"
POI,kute robel linge,polsek linge
POI,favehotel,favehotel
POI,depot air isi ulang,depot air isi ulang
POI,foto copy,foto copy
POI,sari rasa x,ibu tia
POI,masjid al hidaayah cipari rama,masjid al hidaayah cipari
POI,th dokter,rampengan th dokter
POI,pt. tirta makmur perkasa,pt. tirta makmur perkasa
POI,desa jaya sraya,desa jaya sraya
POI,mahkota cv,mahkota cv
POI,agen wahana logistik,agen wahana logistik
POI,perum alifa,perum alifa
POI,lara cell,lara cell
POI,kos melrose 12,kos melrose 12
POI,cengkareng timur,cengkareng timur
POI,stasiun serang,stasiun serang
POI,farista food,farista food
POI,sutiah,sutiah
POI,mie ayam rainbow,ruko nomor 1 dari
POI,warung mba endang,warung mba endang
POI,hotel mercury,hotel mercury
POI,mas tio kelambi store,mas tio kelambi store
POI,warnet blue,warnet blue
POI,warung jengkol,warung jengkol
POI,taman remaja muara tembesi,taman remaja muara tembesi
POI,redifa collection,redifa collection
POI,entem,entem
POI,karya tani toko,karya tani toko
POI,lia sari,lia sari
POI,talago laweh,talago laweh
POI,docktor cell,docktor cell
POI,bk 3,bk 3
POI,bank negara indonesia,bank negara indonesia
POI,smas pomosda,smas pomosda tanjunganom
POI,yayasan hapifah fikri nurul aini,yayasan hapifah fikri nurul aini
POI,pondok pesantren modern man ana,pondok pesantren modern man ana
POI,masjid,masjid
POI,lautan berkat,lautan berkat
POI,toko sembako merdeka,toko sembako merdeka
POI,pizza hut,pizza hut
POI,telkom indonesia,telkom indonesia
POI,toko asmat,toko asmat
POI,putra harapan,putra harapan rattan
POI,ketupat sayur betawi dimsum,ketupat sayur betawi dimsum
POI,kawasan industri mitra karawang,kawasan industri mitra karawang
POI,dedy service hp all tipe,dedy service hp all tipe
POI,toko h. entang,toko h. entang
POI,bsig salon,bsig salon
POI,griya melati mas,griya melati mas
POI,graha tirta,graha tirta
POI,wicha sport,wicha sport
POI,the prominence tower,the prominence tower
POI,amanah medika puratos,amanah medika pura
POI,alung 2000,alung 2000
POI,dollecell,dollecell
POI,perum pokok pondasi,perum pokok pondasi
POI,green bay,green bay
POI,air hangat eca,eca
POI,bpr dhanatani cepiring kendedes,bpr dhanatani cepiring
POI,kampus itn malang,kampus itn
POI,warung irfan,warung irfan
POI,martabak hacep,martabak hacep
POI,adhisti spa,adhisti spa
POI,pasar rumput,pasar rumput
POI,cv citra jaya,cv citra jaya
POI,paret 4 rt4,kantor desa
POI,karang jambe,karang jambe
POI,natural therapy,natural therapy
POI,tk al khalifah-kotabaru,tk al khalifah-kotabaru
POI,hotel horison sagita,hotel horison sagita
POI,hompimpa chickenlevel,hompimpa chicken
POI,sate brebes,sate brebes
POI,pertamina,pertamina
POI,cahaya kahuripan bangsalsari,cahaya kahuripan bangsa
POI,toko mm pecah,toko mm pecah belah
POI,perumahan wahana,perumahan wahana
POI,depan bank bca,depan bank bca
POI,karangasih murah reload kebon kopi,murah reload kebon kopi
POI,heri h,heri h
POI,perumahan griya setia nusa,perumahan griya setia nusa
POI,lesehan az-zaitun,lesehan az-zaitun
POI,arsuti 96 coffee,arsuti 96 coffee
POI,nazha photo copy,nazha photo copy
POI,sri utama,sri utama
POI,uppa soup italian food ibu tarwiyah,uppa soup italian food ibu tarwiyah
POI,bakmi aura,bakmi aura
POI,apotek banten sehat citra,apotek banten sehat citra
POI,apotek makmur jayalina,apotek makmur jaya
POI,paradise resort,paradise resort
POI,toko gun2 bike,toko gun2 bike
POI,usaha dupa,usaha dupa harum
POI,cimaragas residence,cimaragas residence
POI,mutiara hotel,mutiara hotel
POI,bakpau hongkong lestari,bakpau hongkong lestari
POI,sucitra jasa karunia travelindo,jasa karunia travel
POI,visimedia kroya,visimedia kroya
POI,mrs sum tailor,mrs sum tailor
POI,utami putri,cluster dahlia utama
POI,smp islam al awwaabiin,smp islam al awwaabiin balaraja
POI,blue saphire blok b6,pondok karya agung
POI,air hitam jakarta printing,jakarta printing
POI,sakrina cv,sakrina cv
POI,mandiri unit mikro depok kartini,mandiri unit mikro depok kartini
POI,graha d'naila,graha d'naila
POI,maliki al ayami,maliki al ayami
POI,tanah merah,tanah merah
POI,kost suka ria stm medan,kost suka ria stm medan
POI,kios artista,kios artista
POI,tpu muara,tpu muara sungai
POI,toko kelontong sri bagiono,toko kelontong sri bagiono
POI,perumahan woltermonginsidi baru,perumahan woltermonginsidi baru
POI,cluster griya indah,cluster griya indah
POI,toko weni,toko weni
POI,gama gas,gama gas
POI,bu sumo,bu sumo
POI,kevin cellular,kevin cellular
POI,icun buluh rampai,icun
POI,parfum 1,raden saleh parfum 1
POI,aming cafe,aming cafe
POI,mobile zone,mobile zone
POI,kotak mainan,kotak mainan
POI,ud. mabes,ud. mabes
POI,stasiun bojonegoro,stasiun bojonegoro
POI,n.m panog tama sari,n.m panog tama sari
POI,lestari residence,lestari residence
POI,agga. ud,agga. ud
POI,rina salon,rina salon
POI,lapangan tunas harapan,lapangan tunas harapan
POI,sate ayam asli madura cak umar,sate ayam asli madura cak umar
POI,cepat hamil,cepat hamil
POI,agung cell perdagangan,agung cell
POI,bukit tiban selaras,bukit tiban selaras
POI,tambak wedi,tambak wedi
POI,balai desa diha,balai desa diha
POI,ruko sawojajar mas,ruko sawojajar mas
POI,tirta,graha tirta
POI,warung koemproenk,warung koemproenk
POI,toko teratai,toko teratai
POI,toko dimas jaya,toko dimas jaya
POI,the kaldera,the kaldera
POI,komplek puri citra,komplek puri citra
POI,farah collection,farah collection
POI,rm hongkong,rm hongkong
POI,rm selera kita,rm selera kita
POI,md nidzomiyah,md nidzomiyah
POI,bus malam po. sumber alam,agen bus malam po. sumber alam
POI,jembatan cibereng,jembatan cibereng
POI,pool mayasari,pool mayasari bakti
POI,nisa vermak jeans,nisa vermak jeans
POI,stasiun rogojampi,stasiun rogojampi
POI,terminal batui,terminal batui
POI,hdi hive menteng,hdi hive menteng
POI,ayam bakar bang khafiz,ayam bakar bang khafiz
POI,hetty salon,hetty salon
POI,ahli urat saraf,ahli urat saraf
POI,toko ana pajo,toko ana
POI,bowo motor speed shop,bowo motor speed shop
POI,bakso sugeng rawuh,bakso sugeng rawuh
POI,indomaret,indomaret
POI,komplek spbu,komplek spbu sapen
POI,david ponsel,david ponsel
POI,kavling polri,kavling polri
POI,tambang ayam,tambang ayam
POI,resto makmur,resto makmur
POI,toko awo,toko awo
POI,saycool servis ac,saycool servis ac
POI,kode cell,kode cell
POI,bandara city,bandara city
POI,merry copy center,merry copy center
POI,bella snack,bella snack
POI,stasiun gombong,stasiun gombong
POI,terminal mandalika,terminal mandalika
POI,siti wasingah,siti wasingah
POI,masjid jami al ittihad,masjid jami al ittihad
POI,toko aida,toko aida
POI,ulya fashion,ulya fashion
POI,pangkas rambut arimbi,pangkas rambut arimbi
POI,bk 3,bk 3
POI,stasiun gondangdia,stasiun gondangdia
POI,viking fanstore,viking fanstore
POI,warkop garasi,warkop garasi
POI,ginda collection,ginda collection
POI,gathyana moslem corner,gathyana moslem corner
POI,soloco manado,soloco manado
POI,hisana bojong sawitindo,hisana bojong sawit
POI,bakmi ayam bloon,bakmi ayam bloon
POI,balai desa baturejo,balai desa baturejo
POI,lanud atang sendjaja,lanud atang sendjaja
POI,flora boutique,flora boutique
POI,metro,metro
POI,surya travel,surya travel
POI,perumahan bumi cipta laras,perumahan bumi cipta laras
POI,cahaya berlian. cv,cahaya berlian. cv
POI,warureja bi dan nur inayah,bi dan nur inayah
POI,reben,reben
POI,kramat jati,pasar kramat jati
POI,pt. josua cahaya sentosa,pt. josua cahaya sentosa
POI,suci,suci
POI,warung salsa,warung salsa
POI,smp negeri 3 leuwiliang,smp negeri 3 leuwiliang
POI,muaksudi,muaksudi
POI,depan pool primajasa,pool primajasa
POI,ud. sofian w,ud. sofian w
POI,dh komunika,dh komunika
POI,perum 369 view,perum 369 view
POI,kedai beras ica,kedai beras ica
POI,garuda,garuda
POI,dokter indriyati,dokter indriyati
POI,negara ratu,negara ratu
POI,yasa pulsa,yasa pulsa
POI,herlina,herlina
POI,fitri laundry,fitri laundry
POI,bengkel las listrik sari asih,bengkel las listrik sari asih
POI,sigam kel.,sigam kel.
POI,warung murah meriah riang,warung murah meriah
POI,kantor urusan agama kecamatan kebayoran lamalif,kantor urusan agama kecamatan kebayoran lama
POI,enkolen cafe,enkolen cafe
POI,taman nostalgia,taman nostalgia
POI,rptra manunggal,rptra manunggal
POI,rb budi mulya,rb budi mulya
POI,warung anyar,warung anyar
POI,learnaco computer,learnaco computer
POI,perumahan arta bina ciherang,perumahan arta bina ciherang
POI,toko yopi,toko yopi
POI,hanif baby wear,hanif baby wear
POI,kedai ecco buana,kedai ecco
POI,catering ririn,catering ririn
POI,sinar abadi,sinar abadi
POI,pondok bambu,pondok bambu
POI,pd jasaraka,pd jasaraka
POI,super bowl,super bowl
POI,rumah makan wahyu,rumah makan wahyu
POI,perumahan wahana,perumahan wahana
POI,bengkel,gg. bengkel
POI,toko bima sentosa,toko bima sentosa
POI,pasar kramat jati 1,pasar kramat jati 1
POI,cluster griya indah,cluster griya indah
POI,toko suratmi,toko suratmi
POI,bengkel las tile blt,bengkel las tile blt
POI,pecel lele ibu yati,pecel lele ibu yati
POI,yayasan pusaka 9,yayasan pusaka 9 kelurahan cempaka putih timur
POI,warung indira,warung indira
POI,terminal rawasari,terminal rawasari
POI,jembatan ampera,jembatan ampera
POI,kp.lebak jero,lebak jero
POI,kp.lebak jero,lebak jero
POI,aida apotek,aida apotek
POI,sekretariat imi tangerang selatan,sekretariat imi tangerang selatan
POI,perumahan wahana,perumahan wahana
POI,perpustakaan usu,kampus usu
POI,kb al ihsan,kb al ihsan
POI,komplek polri cipinang atas,komplek polri cipinang atas
POI,iloheluma kel.,iloheluma kel.
POI,stasiun comal.beji,stasiun comal
POI,taman bungkul,taman bungkul
POI,plataran bromo,plataran bromo
POI,republik pulsa,republik pulsa
POI,playstation,playstation
POI,percetakan suco,lengkong percetakan
POI,lebak jero,lebak jero
POI,aura spa,aura spa
POI,roti maryam arfa,roti maryam arfa
POI,berkah jaya,berkah jaya
POI,gedung pbnu,gedung pbnu
POI,marketing galeri,samping marketing galeri
POI,mama intan isi ulang,mama intan isi ulang
POI,mie ayam kota ibu olik,mie ayam kota ibu olik
POI,perumahan wahana,perumahan wahana
POI,pecel lele mbak ratna,pecel lele mbak ratna
POI,sea mitra,sea mitra
POI,lanud atang sendjaja,lanud atang sendjaja
POI,mie ayam jakarta siola,mie ayam jakarta siola genteng kali
POI,the savia,the savia
POI,toko hartini,toko hartini
POI,warung kelontong,warung kelontong
POI,cuci mobil dan ganti oli,cuci mobil dan ganti oli
POI,produksi tikar lipat,produksi tikar lipat
POI,bubur ayam simpang empat,bubur ayam simpang empat
POI,toko mebel neha,toko mebel neha
POI,yayasan tali kasih,yayasan tali kasih
POI,pasar kota kembang,pasar kota kembang
POI,tpa aba 3,tpa aba 3
POI,ala kaki lima,ala kaki lima
POI,toko tq cell dan snack curah,toko tq cell dan snack curah
POI,terminal blangkejeren,terminal blangkejeren
POI,gedung keuangan negara,gedung keuangan negara
POI,big mall,big mall
POI,melodic improvise music school,melodic improvise music school
POI,bintaro fish center,bintaro fish center
POI,cluster pesona ciledug,cluster pesona ciledug
POI,sandy linni's patisserie,north junction ra27 citraland
POI,agen ncs,agen ncs
POI,badan permusyawaratan desa karangsoka,badan permusyawaratan desa karangsoka
POI,mts al-gazaliyah,mts al-gazaliyah
POI,lapangan burung,paradise enterprise
POI,toko kain rifaz,toko kain rifaz tex
POI,toko mujiah,toko mujiah
POI,klinik purnama medika,klinik purnama medika
POI,pangkas mantap,pangkas mantap
POI,new kuwatsu cv,new kuwatsu cv.
POI,komplek krakatau steel,komplek krakatau steel
POI,a. suriani,a. suriani
POI,jembatan sungai ampal,jembatan sungai ampal
POI,mewah,mewah
POI,ud. juainah geja,ud. juainah
POI,quince,quince
POI,galaxy futsal,galaxy futsal
POI,majelis tafsir alquran,majelis tafsir alquran
POI,lili cellular,lili cellular
POI,imron,imron
POI,iqra makeup studio,iqra makeup studio
POI,katenindo. cv,katenindo. cv
POI,hidayati,hidayati
POI,d cell,3 d cell
POI,kedai pong pong thai tea dan coffee,kedai pong pong thai tea dan coffee
POI,dailydobi,dailydobi
POI,masjid assa'aadah,masjid assa'aadah
POI,taman baca masyarakat,taman baca masyarakat budi utama
POI,pondok catu,pondok catu
POI,service motor risky,service motor risky
POI,roti ceria,roti ceria
POI,toko yani cell,toko yani cell
POI,slb b sukapura,slb b sukapura
POI,ali cell,ali cell
POI,balai gadang,sei bangek
POI,perumahan taman setiabudi,perumahan taman setiabudi
POI,btn kolam,btn kolam
POI,dokter gigi resvi sartika,dokter gigi resvi sartika
POI,rs gigi dan mulut,rs gigi dan mulut au
POI,pt rajawali trans,rajawali trans logistik
POI,queen ya quga,queen ya quga
POI,toko ghany,toko ghany
POI,citraloka residence,citraloka residence
POI,e-qua,e-qua
POI,allan collection,allan collection
POI,mitra dunia cargo,mitra dunia cargo
POI,wr arsamba pecel lele,wr arsamba pecel lele
POI,tambang ayam,tambang ayam
POI,toko surbakti,toko surbakti
POI,tb berkat jayalina,tb berkat jaya
POI,sinar cahaya motor,sinar cahaya motor
POI,kodiklat tni,taman baca buaran hijau
POI,cluster acacia,cluster acacia
POI,mtssdarul ulum aceh,mtssdarul ulum aceh
POI,roji tailor,roji tailor
POI,gedung radio reks,gedung radio reks
POI,madrasah diniyah miftahul ulum,madrasah diniyah miftahul ulum
POI,sniper computer,sniper computer
POI,cv. berkah jaya,cv. berkah jaya
POI,berdiri mobilindo,berdiri mobilindo
POI,warung sate maranggi,warung sate maranggi
POI,graha tirta,graha tirta
POI,honda ahass 1588,honda ahass 1588
POI,ap cargo,ap cargo
POI,sumatera jaya,sumatera jaya
POI,pak sukadi,pak sukadi
POI,kafe raffa,kafe raffa
POI,simpang manunggal,simpang manunggal
POI,td com medan td,td com medan td komp
POI,pt gaha green garment,pt gaha green garment
POI,puri batik dua putri,puri batik dua putri
POI,bali mester pasar jatine lan dasar,pasar jatine lan dasar
POI,tk islam nurul huda,tk islam nurul huda
POI,rumah makan ayam bakar madu,rumah makan ayam bakar madu
POI,warung bakso yanto,warung bakso yanto
POI,bandara city,bandara city
POI,musyawaroh. ud,musyawaroh. ud
POI,masjid jami' nurul huda,masjid jami' nurul huda
POI,maju jaya motor,maju jaya motor
POI,duta harapan indah,duta harapan indah
POI,graha pdsi,graha pdsi
POI,warung mbok jenab,warung mbok jenab
POI,anisa water,anisa water
POI,pangkas rambut rivan,pangkas rambut rivan
POI,honda mugen puri,honda mugen puri
POI,cargloss paintball,cargloss paint
POI,optik amora ii,optik amora ii
POI,miracle refil parfume 2,miracle refil parfume 2
POI,hd production,hd production
POI,komplek bukit indah,komplek bukit indah
POI,tiki,tiki
POI,dwi makmur toko,dwi makmur toko
POI,bank mega pt tbk,bank mega pt tbk
POI,kumiz tipiz,kumiz tipiz
POI,yuk mamam,yuk mamam
POI,tk bunaya asih,tk bunaya asih
POI,kediri cafe,kediri cafe
POI,src subur,src subur
POI,alfamrt 1yh5 kota bar,alfamrt 1yh5 kota bar
POI,taman tamora,taman tamora
POI,buana tas,buana tas
POI,sendang pancur,sendang pancur
POI,depan drum bekas pager ijo,kecamatan cakung
POI,wid salon,wid salon
POI,anggit distro,anggit distro
POI,toko delman,toko delman
POI,agung cell,agung cell
POI,rukoh komunitas pemuda intelektual,komunitas pemuda intelektual
POI,bukit hijau ciomas,bukit hijau ciomas
POI,ud dwi tunggal,ud dwi tunggal
POI,pasar pagarsih,pasar pagarsih
POI,jaya abadi motor,jaya abadi motor
POI,ab ponsel,ab ponsel
POI,kebun raya bali,kebun raya bali
POI,base g,base g
POI,fattehub aunillah,fattehub aunillah
POI,perisai diri,perisai diri
POI,toko alat tulis,toko alat tulis
POI,simpang lapai pariaman,simpang lapai
POI,lemon mad,lemon mad
POI,diarahijabstore,diarahijabstore
POI,give away medan,give away
POI,sophiehe toko,sophiehe toko
POI,mutiara venue,mutiara venue
POI,balai dinas perhubungan,balai dinas perhubungan
POI,martabak putri,martabak putri tegal
POI,madrasah aliyah swasta athohiriyyah,madrasah aliyah swasta athohiriyyah
POI,mie ayam raos eco,mie ayam raos eco
POI,aneka jus dan es buah gelora,aneka jus dan es buah gelora
POI,lestari utama,lestari utama
POI,fourmart shopping,fourmart shop
POI,mushola kantor kementerian agama kabupaten sragen,mushola kantor kementerian agama kabupaten sragen
POI,toko dhani shoes,toko dhani shoes
POI,kedai kopi ku,kedai kopi ku
POI,sri indrapura,sri indrapura
POI,bidan siti,bidan siti
POI,sari salon,sari salon
POI,tempo scan pasific main receptiion pt,tempo scan pasific main receptiion pt
POI,kp.lebak jero,lebak jero
POI,kafe sambeng,kafe sambeng
POI,toko alfin,toko alfin
POI,istana textile,istana textile
POI,cluster carissa,cluster carissa
POI,make over hair studio & spa,make over hair studio & spa
POI,nauhtec sirwal,nauhtec sirwal
POI,cahaya motor,cahaya motor
POI,zaky collection,zaky collection
POI,lbb immanuel,lbb immanuel
POI,bumi jaya indah,bumi jaya indah
POI,stasiun semut,stasiun surabaya kota
POI,progo yogyakarta,stasiun wates
POI,ruko murni,ruko murni
POI,warung makan bu sum,warung makan bu sum
POI,menara dea 2nd floor,menara dea 2nd floor
POI,dede fujianti sh,dede fujianti sh
POI,indomaret,indomaret
POI,ruko grovv studio,grovv studio
POI,pegadaian upc mijen,pegadaian upc mijen
POI,salon doa ibu,salon doa ibu
POI,taman kamboja,taman kamboja
POI,blok a,blok a
POI,giripurwo wonogiri,keduringan
POI,toko rendi,toko rendi
POI,dekki salon,dekki salon
POI,toko karung m. jibril,toko karung m. jibril
POI,rptra taman batu,rptra taman batu
POI,fenu raya,fenu raya
POI,mitre collection,mitre collection
POI,lesung lau,lesung lau
POI,nasi goreng dan skotang uwan,nasi goreng dan skotang uwan
POI,indomaret,indomaret
POI,cluster royal land,rafles hills
POI,sun east mall,sun east mall
POI,abadi interior,abadi interior
POI,toko bapak samsi,toko bapak samsi
POI,famme fitness,famme fitness
POI,modes dewi,modes dewi
POI,kavling polri,kavling polri
POI,khasanah ud,khasanah ud
POI,putra jaya colection,putra jaya colection
POI,toko tara mendut,toko tara mendut
POI,mama utara,mama utara
POI,bayutours,bayutours
POI,toko subur,toko subur
POI,rakan multi teknik,rakan multi teknik
POI,laundry equipment,laundry equipment
POI,donat cinta,donat cinta
POI,bakmi akwet,bakmi akwet
POI,kantor angkasapura 1 - sentani airport,sentani airport
POI,stasiun bekasi,stasiun bekasi
POI,taman sakura,cemoro kandang
POI,bakso ayam pak erik,bakso ayam pak erik
POI,abil net,abil net
POI,kuning gading,kuning gading
POI,btn cabalu,btn cabalu
POI,gardenia park,gardenia park
POI,bengkel motor babay,bengkel motor babay
POI,jati residence,jati residence
POI,dakota ekspedisi,dakota ekspedisi
