entity,predict,output
POI,toko mas mutiara,toko mas mutiara
POI,toko mas mutiara,smks maduma
POI,toko mas mutiara,hutan mangrove tongke-tongke
POI,toko mas mutiara,tirta gangga
POI,ruko wisma ariani,ruko wisma ariani
POI,ruko wisma ariani,car wash sm 99
POI,wisata bukit mas 2,wisata bukit mas 2
POI,perum taman kota,perum taman kota
POI,dewi merauke toko,dewi merauke toko
POI,smk negeri 1 sungai kakap,smk negeri 1 sungai kakap
POI,smk negeri 1 sungai kakap,santi
POI,jembatan penggoli,jembatan penggoli
POI,jembatan karangaji,jembatan karangaji
POI,masjid al-ikhlas,tambang ayam
POI,komplek kodam,komplek kodam
POI,taman hutan babakan siliwangi,taman hutan babakan siliwangi
POI,tk pkk glagahan,tk pkk glagahan
POI,mie wak amat,mie wak amat
POI,kilu permai,kilu permai
POI,laundry,teteh laundry
POI,terminal saparua,terminal saparua
POI,tugu jiken,tugu jiken
POI,angel cell,angel cell
POI,angel cell,lala mart
POI,angel cell,karang mulya
POI,angel cell,tono sartono
POI,angel cell,dusun mekarsari
POI,komplek bapem,komplek bapem
POI,toko yitno,toko yitno
POI,rumah boss wann,rumah boss wann bugiss
POI,raffa cell,raffa cell
POI,toko kelontong,toko kelontong
POI,toko kelontong,gbi
POI,toko kelontong,pasar juma'ah
POI,toko kelontong,servis kulkas dan mesin cuci
POI,millenium motor toko,millenium motor toko
POI,toko parno,toko parno
POI,toko rafif,toko rafif
POI,brimob kotaraja,brimob kotaraja
POI,brimob kotaraja,nasi goreng pak pri
POI,brimob kotaraja,ruko wer
POI,perumahan golden land,perumahan golden land
POI,warung rujak lontong sumiyati,warung rujak lontong sumiyati
POI,simpang manunggal,simpang manunggal
POI,masjid nurul islam,masjid nurul islam
POI,masjid nurul islam,jaso mande
POI,khudoriyomi,khudoriyomi
POI,mm 2100 industrial town,mm 2100 industrial town
POI,mm 2100 industrial town,smpn 53
POI,plaza pondok gede,plaza pondok gede
POI,be queen,be queen
POI,potong rambut manriz,potong rambut manriz
POI,potong rambut manriz,marga cipta abadi
POI,pasar atoom,pasar atoom tahap 1 lantai 1
POI,ruko citra,ruko citra raya
POI,ruko citra,graha symphony ministry
POI,maria,maria j adam dr spm
POI,primagama,primagama
POI,cluster royal london,cluster royal london
POI,nur ati,nur ati
POI,toko kain aqsha,toko kain aqsha
POI,pelita jaya raya perus,pelita jaya raya perus
POI,pelita jaya raya perus,masjid kamal iman
POI,smartfren,smartfren
POI,terminal giwangan,terminal giwangan
POI,terminal giwangan,warung ngesot
POI,terminal giwangan,toko vico
POI,terminal giwangan,masjid
POI,terminal giwangan,teater besi tua
POI,toko mebel budi,toko mebel budi doyo
POI,toko mebel budi,tk ha tubanan 02
POI,danareksa. pt persero,danareksa. pt persero
POI,musholla al-ikhlas,musholla al-ikhlas
POI,bank rakyat indonesia (persero) tbk. pt,bank rakyat indonesia (persero) tbk. pt
POI,bank rakyat indonesia (persero) tbk. pt,wisata bukit mas 2
POI,bidan tati hartati,bidan tati hartati
POI,wisma monex,wisma monex
POI,wisma monex,indomegah architect firm
POI,bukit pamulang indah,bukit pamulang indah
POI,bukit pamulang indah,bari batu
POI,depo air isi ulang segar alami,depo air isi ulang segar alami
POI,permata sepatan,permata sepatan
POI,restoran ina,restoran ina
POI,pusat service,pusat service
POI,ndalem gawanda,ndalem gawanda
POI,toko iqbal,toko iqbal
POI,citra rasa,citra rasa
POI,terminal hamid rusdi,terminal hamid rusdi
POI,menara sentraya,menara sentraya
POI,menara sentraya,btpn kcp tarakan
POI,pasar jumat,desa cibitung
POI,pasar jumat,mitra mall
POI,toko dede,toko dede
POI,toko dede,pak han
POI,toko dede,kaberu
POI,pasar rumput,pasar rumput
POI,toko ervin fika fiki,toko ervin fika fiki
POI,toko ervin fika fiki,ruko de castello
POI,toko ervin fika fiki,pt. glaxo eth
POI,sr sumber,sr sumber
POI,sr sumber,dhika refill perfume
POI,sr sumber,griya melati mas
POI,jembatan merah,jembatan merah pulau tengah
POI,jembatan merah,wawa kitchen
POI,jembatan merah,alana villa green hills
POI,jembatan merah,raya
POI,pool primajasa,pool primajasa
POI,toko dynasty elektrik,toko dynasty elektrik
POI,toko dynasty elektrik,pajak pagi
POI,toko dynasty elektrik,"wisma 77 tower 2, 5th floor zone 2"
POI,kios armi,kios armi
POI,solaria naga swalayan,solaria naga swalayan
POI,toko rahmad,toko rahmad
POI,toko rahmad,rawon dan soto daging mbah win
POI,toko pakain cindy,toko pakain cindy
POI,toko pakain cindy,depan bri
POI,toko pakain cindy,stand 4 pasar pule
POI,rujak nur,rujak nur
POI,java de kost,java de kost
POI,warung bu parmo,warung bu parmo
POI,bandara internasional minangkabau,bandara internasional minangkabau
POI,bandara internasional minangkabau,nts motor
POI,pelabuhan perikanan nusantara,pelabuhan perikanan nusantara
POI,karya abadi meubel,karya abadi meubel
POI,karya abadi meubel,sat lantas polres ngawi
POI,karya abadi meubel,sapu cell
POI,inaq ituk,inaq ituk
POI,smp sma theresiana,smp sma theresiana 2
POI,tugu pacul,tugu pacul
POI,toko baju yunus,toko baju yunus
POI,herman,herman
POI,herman,perum jatimulyo baru
POI,jurang jero,tugu psht
POI,gedung keuangan negara manado,gedung keuangan negara
POI,gedung keuangan negara manado,halte minyak
POI,indomaret,indomaret
POI,bintang industrial ii,bintang industrial
POI,tambang ayam,tambang ayam
POI,karang agung ilir,karang agung ilir
POI,karang agung ilir,kolam renang tirta bayu
POI,nur anang,nur anang
POI,rm putra ii,rm putra ii
POI,rm putra ii,nitrogen
POI,wildo,wildo
POI,rumah faqih,rumah faqih
POI,rumah faqih,perum bumi gemilang
POI,sosmed soto spesial medan,warunk sosmed soto spesial medan
POI,dipo tower,dipo tower
POI,talago gunuang,talago gunuang
POI,talago gunuang,mega baja
POI,haris bayu wijonarko,haris bayu wijonarko
POI,kantor interforum,bank bri
POI,laboratorium klinik afama medika,laboratorium klinik afama medika
POI,tb madju,tb madju
POI,kios alif,kios alif
POI,gnet game center,gnet game center
POI,komplek puri citra,komplek puri citra
POI,perum dirgantara permai,perum dirgantara permai
POI,komplek villa nusa indah 3,komplek villa nusa indah 3
POI,ruko samudra wedding,ruko samudra wedding
POI,sri jaya,sri jaya
POI,asrama mahasiswa its,asrama mahasiswa its
POI,asrama mahasiswa its,hamim
POI,asrama mahasiswa its,stkip pasundan
POI,graha situsari permai,graha situsari permai
POI,graha situsari permai,taman wisata merci
POI,pangkalan pasir,sd kadumanggu 01
POI,pangkalan pasir,hisam jaya terpal
POI,pangkalan pasir,bidan ny. wiwik
POI,kp kebon kopi,kp kebon kopi
POI,palm spring regency,palm spring regency
POI,rumah makan,babat semarang rumah makan
POI,rumah makan,amar rex utama pt
POI,zaza,zaza trans
POI,sulikah,sulikah
POI,pos pengamatan,pos pengamatan
POI,toko reza,toko reza
POI,tata shoes,tata shoes
POI,tata shoes,dwijoyo
POI,kafe kafe,kafe kafe
POI,paradise resort,paradise resort
POI,perum griya utami,perum griya utami
POI,jembatan bogowonto,jembatan bogowonto
POI,jembatan bogowonto,btc lantai 1
POI,salon putri ayu,salon putri ayu
POI,negara ratu,negara ratu
POI,negara ratu,gmim efrata kanonang
POI,negara ratu,limo pet care
POI,smp negeri 2,smp negeri 2
POI,smp negeri 2,touo papua
POI,smp negeri 2,pasar duta mas
POI,kavling polri,kavling polri
POI,bojong menteng,bojong menteng
POI,perumahan griya setia nusa,perumahan griya setia nusa
POI,perumahan griya setia nusa,griya tutwuri handayani
POI,ahli pijat tuna netra gimo as,ahli pijat tuna netra gimo as
POI,annisa farma,annisa farma
POI,sma pgri cirebon,sma pgri cirebon
POI,kawasan ecogreen industrial estate - pt,kawasan ecogreen industrial estate
POI,kawasan ecogreen industrial estate - pt,madak kel.
POI,nerada estate,nerada estate
POI,nerada estate,mts jonggol
POI,bimba aiueo,bimba aiueo
POI,bojong menteng,bojong menteng
POI,bj cuci mobil dan motor,bj cuci mobil dan motor
POI,green lovina residence,green lovina residence
POI,green lovina residence,dulur ulin tour dan travel
POI,jembatan sahabat,jembatan sahabat
POI,jembatan kaligarang,jembatan kaligarang
POI,griya sport,griya sport
POI,agen podjok,agen podjok
POI,agen podjok,dsn. santan
POI,ayu permak jeans,ayu permak jeans
POI,spbe,spbe
POI,salsabila cell,salsabila cell
POI,perum bumi gemilang,perum bumi gemilang
POI,t-shirt bulukerto,snap t-shirt
POI,t-shirt bulukerto,lantai 3
POI,panca sari cv,panca sari cv
POI,toko husein,toko husein
POI,toko husein,kantor lurah gunung leutik
POI,mie ayam boyolali,mie ayam boyolali
POI,bifa cell,bifa cell
POI,mama utara,mama utara
POI,arcadia park,arcadia park
POI,pasar kopro,sebelum pasar kopro
POI,pos indonesia,pos indonesia
POI,toko hims shop,toko hims shop
POI,asb cell,asb cell
POI,jaya toko,jaya toko
POI,stasiun rawa buaya,rawa buaya
POI,perumahan golden land,perumahan golden land
POI,bakso tunas dan mie ayam,bakso tunas dan mie ayam
POI,parang marginal net,marginal net
POI,jumbo,jumbo
POI,perumahan classic indah,perumahan classic indah
POI,asia bangunan,asia bangunan
POI,techno regency,techno regency
POI,komplek puri citra,komplek puri citra
POI,adi jaya bengkel,adi jaya bengkel
POI,rato tuhin,tuhin
POI,faiz cell,faiz cell
POI,terminal penajam,terminal penajam
POI,musholla al-ikhwah,musholla al-ikhwah
POI,warung jambu mbah jo,warung jambu mbah jo
POI,warung jambu mbah jo,kantor pemasaran
POI,midi vc24 dawuan,midi vc24 dawuan
POI,bengkel las lumintu steel,bengkel las lumintu steel
POI,sari murni cv,sari murni cv
POI,food stop cafe,food stop cafe
POI,taman kradenan asri,taman kradenan asri
POI,taman kradenan asri,masjid raya al-azhim kerumutan
POI,komplek pertamina,komplek pertamina up iii
POI,putra satria aluminium,putra satria aluminium
POI,masjid al-furqon,masjid al-furqon
POI,faruk,faruk
POI,salon black and white,salon black and white
POI,rujak cingur bu ani,rujak cingur bu ani
POI,deraman,deraman
POI,mega lestari residence,mega lestari residence
POI,buah bedul kidul,buah bedul kidul
POI,kosmo,kosmo
POI,sdn palmerah,sdn palmerah 07
POI,smp tirta,smp tirta buaran
POI,smp tirta,taman bambu
POI,kawasan pariwisata,kawasan pariwisata
POI,cluster madrid,perumahan graha wahid
POI,cluster madrid,agen bus karina
POI,atena variasi,atena variasi
POI,stasiun besitang,stasiun besitang
POI,el semval pt,el semval pt
POI,bpsdm hukum dan ham ri,bpsdm hukum dan ham
POI,kawakilan 2,kawakilan 2
POI,kawakilan 2,boss kiloan laundry
POI,kawakilan 2,grand island
POI,terminal magetan,terminal magetan
POI,taman kalianget,taman kalianget
POI,taman kalianget,balai desa rajawetan
POI,taman kalianget,telaga laladon motor
POI,taman kalianget,perum ruko ikopin
POI,hotel,melawai ii hotel
POI,udzma rumah laundry,udzma rumah laundry
POI,mts asih putera,mts asih putera
POI,mts asih putera,poh telu
POI,jaya motor,jaya motor
POI,cotot auto style,cotot auto style
POI,cotot auto style,warung bang een
POI,mitra kasih school,perumahan citraland
POI,invotekonline,invotekonline
POI,rm muaro ulakan,rm muaro ulakan
POI,rm muaro ulakan,classic pizza cone
POI,faiq helm,faiq helm
POI,intirub business park,intirub business park
POI,intirub business park,komunitas imam cicm
POI,intirub business park,pak idi
POI,masjid mifathul huda,masjid mifathul huda
POI,masjid mifathul huda,made indie factory
POI,green bay,green bay
POI,jual jamur tiram pak gito,jual jamur tiram pak gito
POI,rina cell,rina cell
POI,joel,joel
POI,asman,asman
POI,asman,raja india
POI,asman,sin nam toko
POI,didi supriyadi,"didi supriyadi, se"
POI,perumahan bintan permai,perumahan bintan permai
POI,pt megaflex,pt megaflex
POI,asrama mahasiswa ui,asrama mahasiswa ui
POI,asrama mahasiswa ui,cv. bumi karya
POI,asrama mahasiswa its,asrama mahasiswa its
POI,kost biru putri,kost biru putri
POI,soto ayam & rawon khas surabaya,soto ayam & rawon khas surabaya
POI,terminal truck,samping terminal truck
POI,terminal truck,pasar badog bancar. purbalingga
POI,perumahan muria indah,perumahan muria indah
POI,ramuan indonesia. pt,ramuan indonesia. pt
POI,mie baso solo motekar mas gimin,mie baso solo motekar mas gimin
POI,mie baso solo motekar mas gimin,ciputat tim.
POI,nias vape,nias vape garage
POI,nias vape,toko lim
POI,ponpes nidaul qur'an,ponpes nidaul qur'an
POI,ruko melia walk,ruko melia walk
POI,qendi,qendi
POI,qendi,cutteristic
POI,toko aries,toko aries
POI,toko aries,sakti megah perkasa pt
POI,taman permata buana,taman permata buana
POI,sekar putih hotel,sekar putih hotel
POI,ud. rusilah,ud. rusilah
POI,wawong fashion,wawong fashion
POI,adna ud,adna ud
POI,toko rudi,toko rudi
POI,grand serpong 2,grand serpong 2
POI,fika accecories,blok a
POI,perumahan wahana,perumahan wahana
POI,mt al fitroh,mt al fitroh
POI,toko ahmad,toko ahmad
POI,toko ahmad,parade
POI,toko ahmad,honda pwk
POI,fried chicken,fried chicken
POI,fried chicken,smk n3
POI,griya intikomp,griya intikomp
POI,spbu jaya,spbu jaya kusuma
POI,kantor kepala desa sangkup,kantor kepala desa sangkup
POI,lina salon,lina salon
POI,lina salon,rm kawan lamo
POI,lina salon,momoiro
POI,depot jamu prima sehat,depot jamu prima sehat
POI,depot air pa nanag,depot air pa nanag
POI,penelitian dan pengembangan budidaya air payau,penelitian dan pengembangan budidaya air payau
POI,alam cerah residence,alam cerah residence
POI,halte minyak,halte minyak
POI,mie ayam pangsit lebay,mie ayam pangsit lebay
POI,bukit senyum,bukit senyum
POI,balai banjar,balai banjar
POI,btn cabalu,btn cabalu
POI,btn cabalu,kandang ayam pak tohari
POI,sipak bunga,bunga
POI,sipak bunga,warmindo doa ibu
POI,komplek asia afrika baru,komplek asia afrika baru
POI,sae poto studio,samping aula bale
POI,sae poto studio,fajar fro 2 fm
POI,terminal banyu putih,terminal banyu putih
POI,toko kaca & alumunium sejati,toko kaca & alumunium sejati
POI,photo pelita,photo pelita
POI,pos polisi citraland,pos polisi citraland
POI,pos polisi citraland,el neo
POI,my kost,my kost
POI,my kost,sungai bakung
POI,ikat plaza,ikat plaza
POI,ikat plaza,jual pipa hdpe surabaya
POI,nasi gudeg bu kamti,nasi gudeg bu kamti
POI,nasi gudeg bu kamti,imam audio
POI,nasi gudeg bu kamti,laundry 369
POI,pool primajasa taxi,pool primajasa
POI,cafe halte,cafe halte
POI,taman mini indonesia indah,taman mini indonesia indah
POI,perum dirgantara permai,perum dirgantara permai
POI,perum dirgantara permai,sumur bor
POI,lanud sultan,lanud sultan
POI,pt top foam,pt top foam batam
POI,pt top foam,bpsdm hukum dan ham
POI,naura laundry ekspress,naura laundry ekspress
POI,perumahan bintan permai,perumahan bintan permai
POI,perumahan bintan permai,warungape 2
POI,kuliner resto dua jambu,kuliner resto dua jambu
POI,spbu krawang,spbu krawang
POI,spbu krawang,citra 14
POI,spbu krawang,gm speed
POI,toko pakaian ivana shop,toko pakaian ivana shop
POI,gereja katolik santo mikael,gereja katolik santo mikael
POI,komplek pelangi,komplek pelangi
POI,sepia fashion,sepia fashion
POI,majelis dzikir ustadz,majelis dzikir ustadz zein al-hadi
POI,majelis dzikir ustadz,putra jaya comp
POI,stasiun ngadiluwih,stasiun ngadiluwih
POI,toko tarmudi,toko tarmudi
POI,perumahan bumi asri,perumahan bumi asri
POI,perumahan bumi asri,pdam aa
POI,perumahan bumi asri,pasar sunan giri
POI,perumahan bumi asri,pakuwon trade center
POI,toko bu sulis,toko bu sulis
POI,smp islam salem,smp islam salem
POI,smp islam salem,pt mpi & msi
POI,smp islam salem,pt. surya bintang mandiri
POI,departemen sistem informasi,kampus its
POI,departemen sistem informasi,tk aziz
POI,pluto hills residence,pluto hills residence
POI,pluto hills residence,peternak ayam petelur hade
POI,jembatan sungai ampal,jembatan sungai ampal
POI,nerada estate,nerada estate
POI,nerada estate,"pt.bri(persero), tbk. cabang cirebon kartini"
POI,plaza farma apotik,plaza farma apotik
POI,pt panca nabati prakarsa,pt panca nabati prakarsa
POI,smp negeri satu atap bonggirita,smp negeri satu atap bonggirita
POI,jembatan cimeneng,jembatan cimeneng
POI,taman permata buana,taman permata buana
POI,taman permata buana,cavalera squad kopi
POI,sate maranggi,sate maranggi
POI,masjid nurul amal,masjid nurul amal
POI,palm spring regency,palm spring regency
POI,terminal pakusari,terminal pakusari
POI,perumahan rawalumbu,perumahan rawalumbu
POI,stasiun lemahputro,reparasi resmi akari
POI,zizi net,zizi net
POI,erfina kencana regency,erfina kencana regency
POI,lapangan yudha karya,lapangan yudha karya
POI,lapangan yudha karya,adi beton perkasa 2
POI,perumahan magnolia,perumahan magnolia
POI,perumahan magnolia,dapur noni
POI,burger dan hotdog,burger dan hotdog
POI,simpang meo,simpang meo
POI,simpang meo,bea cukai bsd
POI,simpang meo,ahli gigi arief dental
POI,kalimbua kel.,kalimbua kel.
POI,kampus unrika,kampus unrika
POI,perumahan wahana,perumahan wahana
POI,airy syariah,komplek bapem
POI,sd negeri sigit 3,sd negeri sigit 3
POI,galankgatah barberhouse,galankgatah barberhouse
POI,perumahan hawaiian,perumahan hawaiian
POI,moro,moro
POI,moro,negara batin kel.
POI,rumah qur'an,rumah qur'an
POI,griya rembangan asri,griya rembangan asri
POI,griya rembangan asri,simpangan depok
POI,bandara matahora,bandara matahora
POI,bandara matahora,wali songo toko
POI,aik nyet,aik nyet
POI,kedai catur bedjo jl.kenjeran,kedai catur bedjo jl.kenjeran
POI,joko motor,joko motor
POI,warung sewa,warung sewa
POI,warung sewa,toko imut
POI,warung sewa,polsek muara teweh
POI,nasi pecel mas hari,nasi pecel mas hari
POI,bengkel mobil,bengkel mobil
POI,es buah bang arif,es buah bang arif
POI,smart,smart
POI,rujak aceh,rujak aceh
POI,adam house,kebun raya bali
POI,lanns salon,lanns salon
POI,lanns salon,kali banget
POI,cluster bellagio,cluster bellagio
POI,toko h slamet,toko h slamet
POI,iswanto bekasi,iswanto bekasi
POI,perumahan mendalo hill,perumahan mendalo hill
POI,jembatan bogo,jembatan bogo-bogo
POI,happy homestay gondo,happy homestay
POI,casablanca mansion,casablanca mansion
POI,asrama brimob batalyon d pelopor,asrama brimob batalyon d pelopor
POI,asrama brimob batalyon d pelopor,boutique
POI,asrama brimob batalyon d pelopor,pdam tirta kepri
POI,cuci mobil,cuci mobil
POI,las bubut corter,las bubut corter
POI,las bubut corter,ilp kalimalang
POI,depot rudi gaool,depot rudi gaool
POI,sinar mega indah persada pt,sinar mega indah persada pt
POI,sinar mega indah persada pt,bakso ojo lali
POI,asrama mahasiswa ui,asrama mahasiswa ui
POI,asrama mahasiswa ui,kina storee
POI,jawa telkom,telkom
POI,warung nasi tegal abadi,warung nasi tegal abadi
POI,toko baju ibu yati,toko baju ibu yati
POI,teras country residence,teras country residence
POI,teras country residence,idm t62z s.m.raja 3
POI,graha sucofindo,graha sucofindo
POI,toko dhea,toko dhea
POI,toko dhea,ratu pub
POI,meita salon,meita salon
POI,manna chicken,manna chicken
POI,manna chicken,lapangan bulu tang pagujaten
POI,henny ponsel,henny ponsel
POI,bakwan malang,bakwan malang
POI,taman dirgantara,taman dirgantara
POI,cuci mobil,cuci mobil
POI,pelabuhan ferry kariangau,pelabuhan ferry kariangau
POI,fikri house,fikri house
POI,griya mas matahari,griya mas matahari
POI,cluster lavesh,cluster lavesh
POI,lapangan merdeka,merdeka walk
POI,tk maju jaya,tk maju jaya
POI,salsa laundry,salsa laundry
POI,pt. pagar mulya karyatama,pt. pagar mulya karyatama
POI,taman indah maskarebet,taman indah maskarebet
POI,mathla'ul huda,mathla'ul huda
POI,perumahan griya persada,perumahan griya persada
POI,abeng fashion,abeng fashion
POI,alun alun sipirok,alun alun sipirok
POI,alun alun sipirok,sinta
POI,alun alun sipirok,fasum 24
POI,alun alun sipirok,wisma nuri mas ii
POI,anugerah cell,anugerah cell
POI,the savia,the savia
POI,jne,jne
POI,jne,segink solo mixer
POI,kedai biji kopi,kedai biji kopi
POI,buana impian 2,buana impian 2
POI,trio favorite,trio favorite
POI,smp negeri pian,smp negeri pian raya satu atap
POI,pasar ciawi,pasar ciawi
POI,perumahan wahana,perumahan wahana
POI,bukit ayu sukadamai,bukit ayu sukadamai
POI,gedung bri,gedung bri
POI,toko progo mbl,toko progo mbl
POI,mitra elektronik,mitra elektronik
POI,wipuma,wipuma
POI,wati salon,wati salon
POI,tunas utama computer,tunas utama computer
POI,cluster tria adara residence 9,cluster tria adara residence 9
POI,rafles hills,rafles hills
POI,al barokah,al barokah
POI,perumahan parung permata indah,perumahan parung permata indah
POI,fly cell,fly cell
POI,pasar sunan giri,pasar sunan giri
POI,pasar sunan giri,dan dan jok
POI,pasar sunan giri,salamun
POI,essco net,essco net
POI,essco net,gerobak jus19
POI,tucp hj djohariah,tucp hj djohariah
POI,bank indonesia,bank indonesia
POI,bank indonesia,toko filzah water
POI,ayam geprek solo,ayam geprek solo
POI,radio elmitra,radio elmitra
POI,radio elmitra,ria tapin
POI,palm spring regency,palm spring regency
POI,refan cell,refan cell
POI,karya baru,karya baru
POI,putri inti lestari. pt,putri inti lestari. pt
POI,surya jaya,pancar surya jaya
POI,trifena gift,trifena gift
POI,trifena gift,kud sri katon
POI,trifena gift,taman kota
POI,ksp kawan sejati,ksp kawan sejati
POI,kost griya martha,kost griya martha
POI,kost griya martha,mbak kus kupat tahu
POI,pondok jaya,pondok jaya
POI,depan rri,depan rri
POI,depan rri,damai tb
POI,komplek pesona pasteur residence,komplek pesona pasteur residence
POI,doa ibu jual ikan segar,doa ibu jual ikan segar
POI,doa ibu jual ikan segar,roky mas
POI,doa ibu jual ikan segar,klinik benteng 2
POI,plaza lotus,plaza lotus
POI,irzal cell,irzal cell
POI,irzal cell,sea mitra
POI,irzal cell,taju warung
POI,toko cat warna jaya,toko cat warna jaya
POI,bangkeng buki,bangkeng buki
POI,tpb uad ringroad selatan 1,tpb uad ringroad selatan 1
POI,rs. phone,rs. phone
POI,halte pasar pulo gadung,pasar pulo gadung
POI,halte pasar pulo gadung,sei lakitan estate
POI,toko daeng tawang,toko daeng tawang
POI,hotel bali,taman mumbul
POI,btn hamzi,btn hamzi
POI,salon ana,salon ana
POI,commercial area 5th floor,commercial area 5th
POI,cluster bumi tessa,cluster bumi tessa
POI,tiying tutul,tiying tutul
POI,tiying tutul,toko raya
POI,tiying tutul,dekat
POI,toko mbak wati ujunggede,toko mbak wati
POI,komplek civic center,komplek civic center
POI,komplek civic center,rumah mode arbita
POI,karang patri,kp. pisangan
POI,karang patri,optik i & u
POI,karang patri,merdeka
POI,karang patri,toko bahan kue lenflin
POI,asrama mahasiswa its,asrama mahasiswa its
POI,masjid ar rohman,masjid ar rohman
POI,masjid ar rohman,pop es putri
POI,masjid ar rohman,coto maros bagadang
POI,imi cell intan,imi cell
POI,medan baik,medan baik
POI,ud rama karya,ud rama karya
POI,indraprasta village,indraprasta village
POI,indraprasta village,pt. imelda kartikasari radio
POI,alambhana,alambhana
POI,singgasana sport&recreation centre,singgasana pradana
POI,smks trisakti tulangan,smks trisakti tulangan
POI,doria tata rias pengantin,doria tata rias pengantin
POI,gardenia park,gardenia park
POI,buana impian 2,buana impian 2
POI,toko sido mulyo,toko sido mulyo
POI,nur aida toys,nur aida toys
POI,villa prasadha,villa prasadha
POI,stasiun belawan,stasiun belawan
POI,palm 88,samping sd 01
POI,palm 88,kasan bengkel
POI,smk negeri bali mandara,smk negeri bali mandara
POI,rumah makan p sidimpuan,rumah makan p sidimpuan
POI,pangkas rambut sunan giri,pangkas rambut
POI,rptra amir hamzah,rptra amir hamzah
POI,abby muslim shop,abby muslim shop
POI,perumahan sari bumi indah,perumahan sari bumi indah
POI,perumahan sari bumi indah,anmo peter cung
POI,ruko kaloka,ruko kaloka
POI,ruko kaloka,omah mbah narto
POI,tanjung busana,tanjung busana
POI,pangkalan ojeg,pangkalan ojeg
POI,pangkalan ojeg,everlash
POI,pangkalan ojeg,centro metro broadway
POI,pangkalan ojeg,iwan tirta
POI,jembatan ogan,jembatan ogan 2
POI,puri permata 1,puri permata 1
POI,langgeng jaya toko,langgeng jaya toko
POI,komplek rahayu pembina,komplek griya rahayu permai
POI,komplek rahayu pembina,komplek astra
POI,apik snack,apik snack
POI,rumah makan paku dapa,rumah makan paku dapa
POI,multiava,multiava
POI,pemancingan galatama nr,pemancingan galatama nr
POI,toko tiga jaya,toko tiga jaya
POI,mcdonald's,mcdonald's
POI,water garden,water garden
POI,toko bu sulas,toko bu sulas
POI,surabaya fotokopi,surabaya fotokopi
POI,kompleks chrysant,kompleks chrysant
POI,warung kebun,warung kebun
POI,kavling abadi jaya,abadi jaya
POI,ririn toko,ririn toko
POI,"bk 3,desa",bk 3
POI,"bk 3,desa",wisata bukit mas 2
POI,komplek puri citra,komplek puri citra
POI,perum cattleya,perum cattleya
POI,indah surya,indah surya
POI,grand wisata,grand wisata
POI,grand wisata,puskesmas kesamben kulon
POI,komplek balekota,komplek balekota
POI,komplek balekota,ud rajawali
POI,damai snack,damai snack
POI,wm mbak yani,wm mbak yani
POI,toko mainan,toko mainan
POI,toko mainan,raja gemstone
POI,tb jaya abadi,tb jaya abadi
POI,tb jaya abadi,toko 46
POI,terminal simpang nangka,terminal simpang nangka
POI,terminal simpang nangka,poliklinik kesehatan desa pkd
POI,toko camek,toko camek
POI,mega lestari residence,mega lestari residence
POI,centrum sinode,centrum sinode
POI,ruko ciseeng,ruko ciseeng
POI,btn kolam,btn kolam
POI,ahli gigi rapi senior,ahli gigi rapi senior
POI,villa ratu,villa ratu balqis
POI,padang halaban,padang halaban
POI,smp al hidayah,smp al hidayah
POI,toko roval masisi,toko roval masisi
POI,rusun albo,rusun albo
POI,bank bri,pasar pusat
POI,warkop vigis,warkop vigis
POI,toko rotan,toko rotan
POI,halte kancil putih,halte kancil putih
POI,halte kancil putih,jms nursery
POI,kampung sumur,kampung sumur
POI,kampung sumur,sinar surya
POI,flah muhtar,flah muhtar
POI,flah muhtar,bolu kukus mangga majalengka
POI,yosepin service,yosepin service
POI,toko 3 putra putri,toko 3 putra putri
POI,kios pakan ternak pfp,kios pakan ternak pfp
POI,toko nabigha,toko nabigha
POI,taman komodo,taman komodo
POI,g star,g star
POI,rusun cinta kasih tzu chi,rusun cinta kasih tzu chi
POI,warung bu nana,warung bu nana
POI,saung karedok raos,saung karedok raos
POI,transhello trans grbt,transhello trans grbt
POI,transhello trans grbt,merlyn toys
POI,qq mandiri cv,qq mandiri cv
POI,sahabat jaya,sahabat jaya
POI,graha dla,graha dla
POI,mustika hegar regency,mustika hegar regency
POI,golf lake residence,golf lake residence
POI,golf lake residence,pt. khazanah
POI,golf lake residence,kaw kaw thai tea margobasuki
POI,taman kuliner cirendeu,taman kuliner cirendeu
POI,taman kuliner cirendeu,kantor urusan agama
POI,taman kuliner cirendeu,kantor lurah rambutan
POI,usaha jariroto,sawit usaha jariroto
POI,rusun pesakih,rusun pesakih
POI,rusun pesakih,metro atom plaza pasar baru lantai 1
POI,rusun pesakih,pos paud sedap malam
POI,bakso galery 37,bakso galery 37
POI,taman bunga nusantara,taman bunga nusantara
POI,kurnia abadi,kurnia abadi
POI,kurnia abadi,smk karya pembangunan i paron
POI,jembatan cimerak,jembatan cimerak
POI,jembatan cimerak,widya mart
POI,bakery monami,bakery monami
POI,tara hotel,tara hotel
POI,kiki ipen,kiki ipen
POI,tekwe coffee dan drinks,tekwe coffee dan drinks
POI,kios bang madun,kios bang madun
POI,kios bang madun,bintang bali timur cv
POI,asrama mahasiswa ui,asrama mahasiswa ui
POI,asrama mahasiswa ui,ute loundry
POI,rumah makan acc,pasar padawangi
POI,rumah makan acc,sari rasa rm-ho
POI,rumah makan acc,siti ultah
POI,sanggar bunga,sanggar bunga
POI,pd putri bungsu,pd putri bungsu
POI,cikij,columbus
