entity,predict,output
POI,bung karno,bung karno
POI,eka salon,eka salon
POI,pusat grosir cililitan,pusat grosir cililitan
POI,kedai batik,kedai batik
POI,aurora sunan ngerang,penerbit aksara aurora
POI,rm medan taman kota bumi,rm medan
POI,perumahan bhumi anggrek residence,perumahan bhumi anggrek residence
POI,sukaraja)perumahan mahaloka,perumahan mahaloka
POI,nasi kuning ibu umi,nasi kuning ibu umi
POI,miranti gallery,miranti gallery
POI,pakuwon trade center,pakuwon trade center
POI,tb malina jaya,tb malina jaya
POI,hotel agung,hotel agung
POI,dharmaputra cv,dharmaputra cv
POI,garden dian regency,garden dian regency
POI,toko beras roni,toko beras roni
POI,wow mtz al atthos,wow
POI,mie ayam bakso,mie ayam bakso
POI,polda sumut,polda sumut
POI,pondok pesantren barokah ilmu,pondok pesantren barokah ilmu
POI,toko lestari,toko lestari
POI,komplek puri citra,komplek puri citra
POI,gedung jsm,gedung jsm
POI,mw,mw
POI,fahrul motor,fahrul motor
POI,simpang tiga kel.,simpang tiga kel.
POI,aruna baby kids,br. gaduh
POI,palm spring regency,palm spring regency
POI,muda jaya motor,muda jaya motor
POI,surya toserba,surya toserba
POI,sena pappa rich wings hotel,pappa rich wings hotel
POI,mm 2100 industrial town,mm 2100 industrial town
POI,pd sumber cipta logam,pd sumber cipta logam
POI,bappeda,bappeda
POI,tb putra lumayan jaya,tb putra lumayan jaya
POI,dusun kebonagung,bmb airlangga
POI,warung berkah bakso dan mie ayam,warung berkah bakso dan mie ayam
POI,sabang merah,sabang merah
POI,rm 5 saudara kepahyang- tabam,rm 5 saudara
POI,ge mumu,ge mumu
POI,sopo del tower,sopo del tower
POI,toko surya jaya,toko surya jaya
POI,tk aba jogja,tk aba
POI,pasar induk gede bage,pasar induk gede bage
POI,perum taman guntur permai,perum taman guntur permai
POI,wm ramadha,wm ramadha
POI,sebelah bca,sebelah bca
POI,bengkel motor,bengkel motor
POI,doa mande rumah makan,doa mande rumah makan
POI,stasiun bekasi,stasiun bekasi
POI,komplek karya baru permai,komplek karya baru permai
POI,indomaret,indomaret
POI,gedung philips baru,gedung philips baru
POI,tpu utan jati,tpu utan jati
POI,kawasan industri,kawasan industri
POI,paud nurul ihsan,paud nurul ihsan
POI,perumahan wahana,perumahan wahana
POI,graha mustika,graha mustika
POI,selen aik,selen aik
POI,gedung capital place,capital place
POI,the guh kapas,the guh
POI,bengkel ac mobil,bengkel ac mobil
POI,makam medo ayu,diko
POI,dedi putra laundry,dedi putra laundry
POI,gunung putri,gunung putri
POI,bank jabar banten,bank jabar banten
POI,sushi knight,sushi knight
POI,ambalan zaunil,ambalan zaunil hasan
POI,mushalla roudhotul janah,mushalla roudhotul janah
POI,warmindo mas al ish,warmindo
POI,plamo sari iv,demus
POI,gardenia park,gardenia park
POI,hacienda mexicano,hacienda mexicano
POI,zona orange,pusat grosir cililitan 2 lt.3 zona orange
POI,masjid nurul huda truko,masjid nurul huda truko
POI,sosis baso bakar vs sate sea food,sosis baso bakar vs sate sea food
POI,sri wiji,sri wiji
POI,stasiun besitang,stasiun besitang
POI,renka store,renka store
POI,international educational services,international educational services
POI,potong rambut pria,alip potong rambut pria dananak
POI,toko ikhsan,toko ikhsan
POI,tumpang sari,tumpang sari
POI,bri,bri
POI,smp pemda rantauprapat,smp pemda rantauprapat
POI,pasar karanganyar los ld,pasar karanganyar los ld
POI,indolakto. pt,indolakto. pt
POI,kopi bubuk,kopi bubuk
POI,fotocopy,fotocopy
POI,jajanan suroboyo 33,jajanan suroboyo 33
POI,mela,oncor sleman
POI,embung jago,embung jago
POI,indonesian post office kpc kesambi,indonesian post office kpc kesambi
POI,elly toko,elly toko
POI,the savia,the savia
POI,warung putih,warung putih
POI,rm puyung dende 3,rm puyung dende 3
POI,yumma motor,yumma motor
POI,masjid nurul aman,masjid nurul aman
POI,paud ar rosyidun,paud ar rosyidun
POI,md nurul huda,md nurul huda
POI,komplek bppt,komplek bppt
POI,java group,java group
POI,es campur nasi kuning,es campur nasi kuning kolak
POI,pak triyanto,pak triyanto
POI,amor donuts,amor donuts
POI,nevan motor,nevan motor
POI,kios toraja,kios toraja
POI,perum wahana asri 1,perum wahana asri
POI,kampung terih,kampung terih
POI,bening laundry,bening laundry
POI,songket nelda,songket nelda
POI,palem group,palem group
POI,cempaka putih,situ gintung
POI,stasiun purwosari,stasiun purwosari
POI,bengkel ban ahlan jaya,bengkel ban ahlan jaya
POI,komplek kanje,komplek
POI,gerbang permai,gerbang permai
POI,stasiun ancol,stasiun ancol
POI,zona multimedia,zona multimedia
POI,pasar kaler,pasar kaler
POI,lubuk batang,lubuk batang
POI,kana,kana
POI,rosse cell,rosse cell
POI,perumahan widya asri,perumahan widya asri
POI,hasanah,hasanah
POI,panca daya. pt,panca daya. pt
POI,sun smile kids,sun smile kids
POI,kp. lembur sawah,kp. lembur sawah
POI,dokter yus k reza,dokter yus k reza
POI,klinik kasih ibu,klinik kasih ibu
POI,ud.karunia mebel dan laundry,ud.karunia mebel dan laundry
POI,perumahan fruit garden residence,perumahan fruit garden residence
POI,palm spring regency,palm spring regency
POI,agen brilink,agen brilink
POI,makam nyai melati,makam nyai melati
POI,kejaksaan negeri aceh,kantor kejaksaan negeri
POI,handriadi juru,handriadi
POI,si point,si point
POI,dls car wash,dls car wash
POI,paud it ibnu abbas,paud it ibnu abbas
POI,graha str,graha str
POI,lapangan sumber sanan kulon,lapangan sumber
POI,rusti,rusti
POI,balanzzo distro,soto betawi
POI,smp pgri menganti,smp pgri menganti
POI,kedai buku ali celah,kedai buku ali celah
POI,omay kukuruyuk,omay kukuruyuk
POI,cluster acacia,cluster acacia
POI,sukolilo,gebang putih
POI,erfina kencana regency,erfina kencana regency
POI,toko atin,toko atin
POI,soklat'e jogja,soklat'e jogja
POI,taman simpang,taman simpang kandis
POI,anis foto,anis foto
POI,toko rehan,toko rehan
POI,bah igi godeg,bah igi godeg
POI,jowma,jowma widagdo
POI,kantor kecamatan songgon,kantor kecamatan songgon
POI,miso moro seneng,miso moro seneng
POI,easypay,easypay
POI,greenwich park,phi phi club
POI,bukit sawangan indah,bukit sawangan indah
POI,plakat kantor pos,plakat kantor pos
POI,ud warik,ud warik
POI,andre cell,andre cell
POI,graha brins,duren tiga
POI,bije jaya ban,bije jaya ban
POI,dpt lapangan,jembatan megawati
POI,moto parts,kudabesi moto parts
POI,tanah koja,tanah koja
POI,tk indriyanasa i,tk indriyanasa i
POI,queen angel tattoo,queen angel tattoo
POI,manunggal 3 putra,3 putra
POI,toko mas sambas,toko mas sambas
POI,zona kiev,zona kiev
POI,teras country residence,teras country residence
POI,citra putih,citra putih
POI,gerbang permai,gerbang permai
POI,kafe ndeso eko,kafe ndeso eko
POI,mutiara regency,mutiara regency
POI,tori co sushi,tori co sushi
POI,ahha,ahha
POI,cv anamora,cv anamora
POI,prima jasa taksi,prima jasa taksi
POI,renisa apotik,renisa apotik
POI,sosis bakar 165,sosis bakar 165
POI,just snack,just snack
POI,warung jengkol,warung jengkol
POI,vim,brimob kotaraja
POI,komplek bip ii,komplek bip ii
POI,pos kafein,pos kafein
POI,cipta karya,cipta karya
POI,cimuning oke phone,oke phone
POI,gunung kalong,gunung kalong
POI,cafe star,cafe star
POI,long melaham kel.,long melaham kel.
POI,janji jiwa tomohon,janji jiwa tomohon
POI,plaza sentral,plaza sentral
POI,mahkota sepatu,mall scp
POI,almas cell,almas cell
POI,ud. mandiri,ud. mandiri
POI,surya net,surya net
POI,kp kebon kopi,kp kebon kopi
POI,toko bu sri,toko bu sri sembako
POI,masjid kp pasir waru,masjid kp pasir waru
POI,walikota jakarta utara,walikota jakarta utara
POI,fotokopi,fotokopi
POI,kebun lintang panglipuran sanggrahan,kebun lintang panglipuran
POI,toko sederhana,toko sederhana
POI,pt. kasa prima,pt. kasa prima
POI,snack adn cafe,snack adn cafe deva
POI,toko sari jaya,toko sari jaya
POI,sdn sukapura,sdn sukapura 2
POI,perumahan wahana,perumahan wahana
POI,dika cell,dika cell
POI,waroeng kr one,waroeng kr one
POI,btn mahesa,btn mahesa
POI,dapur safira,dapur safira
POI,btn cendana,btn cendana
POI,rumah makan,rumah makan
POI,kios pjka,kios pjka
POI,ud maman ad,ud maman ad
POI,nia,nia
POI,fair shoes,fair shoes
POI,unit a-e,citra towers
POI,pelabuhan kali adem,pelabuhan kali adem
POI,warung katro,warung katro
POI,perum nuansa penatih,perum nuansa penatih
POI,kantor desa bukitkemang,kantor desa bukitkemang
POI,jaya imperial park,jaya imperial park
POI,depot jamu pak de,depot jamu pak de
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,hafidzsolutioncom,hafidzsolutioncom
POI,toko kopi sinar baru,toko kopi sinar baru
POI,angsoka,angsoka
POI,aroma,aroma
POI,warung sayur purnasakti,warung sayur purnasakti
POI,pantai indah,aneka food
POI,pt. data lab indonesia,pt. data lab indonesia
POI,nonha cell,nonha cell
POI,toko diana,toko diana
POI,sriyanti,sriyanti
POI,masjid polai,masjid polai
POI,chy barber shop,ren chy barber shop
POI,ibu riani,ibu riani
POI,toko plastika,toko plastika
POI,kresna reksa finance,kresna reksa finance
POI,tambal ban mang rudi,tambal ban mang rudi
POI,ud. andi jafar,ud. andi jafar
POI,h p n beras,h p n beras
POI,warung mamah apuy,warung mamah apuy
POI,klinik mata tak,klinik mata
POI,upperwest experience center,upperwest experience center
POI,penilai pt,penilai pt
POI,cheap & clean,cheap & clean
POI,balai selasa,balai selasa
POI,rd cell,rd cell
POI,perum griya mukti,perum griya mukti
POI,bank sinar mas,gedung bank sinar mas
POI,teni bt saim,teni bt saim
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,aspen residence,aspen residence
POI,eddy's mg salon,eddy's mg salon
POI,toko yanti,toko yanti
POI,riyo ponsel 212,riyo ponsel 212
POI,mater thai tea,mater thai tea
POI,mtsn 2 sukabumi,mtsn 2 sukabumi
POI,hidayani,hidayani
POI,menara bank mega semarang,menara bank mega semarang
POI,mitra mall,mitra mall
POI,alun-alun kramatwatu,alun-alun kramatwatu
POI,benny djati meubel,benny djati meubel
POI,mandiri kcp delanggu,mandiri kcp delanggu
POI,jaya imperial park,jaya imperial park
POI,roti bakar anyar berkah,roti bakar anyar berkah
POI,cap bawang putih,kelanting askar cap bawang putih
POI,komplek griya saluyu,komplek griya saluyu
POI,mas motor,pinang mas motor
POI,kawasan industri candi 4,kawasan industri candi
POI,uptd metrologi,uptd metrologi
POI,graha indah,graha indah
POI,saritem,saritem
POI,tenun,tenun limo
POI,zona kiev,zona kiev
POI,toko djoeara,toko djoeara
POI,ud arta rizki,ud arta rizki
POI,pulai vtech cctv,simpang pulai
POI,pasar rumput,pasar rumput
POI,ko.lebak jero,lebak jero
POI,boh hate cafe,boh hate cafe
POI,warung sembako riski,warung sembako riski
POI,forum nine,forum nine
POI,sri jaya setia. pt,sri jaya setia. pt
POI,kios wan kumis,kios wan kumis
POI,kost kopong meurandeh,kost kopong
POI,vetco gray indonesia,pt vetco gray indonesia
POI,ksu. harapan ganda,ksu. harapan ganda
POI,bandar udara internasional hang nadim,bandar udara internasional hang nadim
POI,focus card,focus card
POI,merry riana learning centre,merry riana learning centre
POI,perumahan wahana,perumahan wahana
POI,mandala,perumnas mandala
POI,tb jaya bangunan,tb jaya bangunan
POI,taman wijaya kusuma,taman wijaya kusuma
POI,pecel lele mbak dewi,pecel lele mbak dewi
POI,depan citos travel,depan citos travel
POI,komplek palem raja,komplek palem raja
POI,rosiyah warung,rosiyah warung
POI,tamani residence,tamani residence
POI,bali sea walker tour,bali sea walker tour
POI,myrepublic dempo,myrepublic
POI,yuri cell,yuri cell
POI,jembatan karangaji,jembatan karangaji
POI,kua pasir besi,kua
POI,toko tas okeda,toko tas okeda
POI,hawai salon dan spa,hawai salon dan spa
POI,bengkel uyip,bengkel uyip
POI,lalapan cak din,lalapan cak din
POI,pondok cemara,pondok cemara
POI,surya borneo,surya borneo
POI,sdn 3 rarang selatan,embung kandong
POI,panorama building,panorama building
POI,b & b toko,b & b toko
POI,asrama brimob batalyon d pelopor,asrama brimob batalyon d pelopor
POI,diana pulsa,diana pulsa
POI,taman palem permata,taman palem permata
POI,griya anugerah abadi,griya anugerah abadi
POI,doblon86 screen printing,doblon86 screen printing
POI,toko pulsa,toko pulsa
POI,pet shop dan grooming,von scoobydoo pet shop dan grooming
POI,peguyangan kaja,sentanu iii
POI,parkir truk,parkir truk
POI,perumahan jati agung permai,perumahan jati agung permai
POI,grand mall,solo grand mall
POI,alfamrt y154 gbjr geba,alfamrt y154 gbjr geba
POI,brilink,brilink
POI,pecel lele putra wirayuda,pecel lele putra wirayuda
POI,samping masjid nurul iman,masjid nurul iman
POI,musholla al-falah,musholla al-falah
POI,bandara lasikin,bandara lasikin
POI,kolam renang moderland,kolam renang moderland
POI,mall of indonesia,mall of indonesia
POI,hotel horison ultima nayumi gorontalo,hotel horison ultima nayumi gorontalo
POI,btn cv,kostel apartment
POI,the passion,the passion
POI,biro jasa mari jm seg anak,biro jasa mari jm
POI,jembatan cimande,jembatan cimande
POI,rptra anggrek bintaro,rptra anggrek bintaro
POI,suarsena bungalow 2,suarsena bungalow 2
POI,alif bags,alif bags
POI,graha maranatha bur,graha maranatha
POI,liliana rumah makan,liliana rumah makan
POI,tower sakura,tower sakura
POI,simpang pln,"simpang pln, samping kantor desa"
POI,wisma monex,wisma monex
POI,indo gadai,indo gadai
POI,nanik jepara,nanik jepara
POI,bank muamalat,bank muamalat
POI,ash comp memory specialist,ash comp memory specialist
POI,hegar jaya. pt,hegar jaya. pt
POI,kredit plus,kredit plus singaraja
POI,pura puseh lan bale agung,pura puseh lan bale agung
POI,src ade,src ade
POI,sasa salon,sasa salon
POI,ahsana townhouse,ahsana townhouse
POI,gki sokaraja,gki sokaraja
POI,marvell city,marvell city
POI,warung jengkol,warung jengkol
POI,hotelindo murni pt-ho,hotelindo murni pt-ho
POI,kedai lince,kedai lince
POI,pom bensin mini,pom bensin mini
POI,mie acin,mie acin
POI,ud. karya abadi,ud. karya abadi
POI,asrama hijau putri,asrama hijau
POI,jembatan lengkung,jembatan lengkung
POI,siswa bangun kel.,siswa bangun kel.
POI,cikulak,cikulak
POI,pertamina,taman bangun sari
POI,sedap malam,sedap malam
POI,delta silikon 1,delta silikon 1
POI,andika depot air,andika depot air
POI,ash syifa laundry,ash syifa laundry
POI,ampera garden food festival,ampera garden food festival
POI,bali jaya mart,bali jaya mart
POI,buana impian 2,buana impian 2
POI,bank central asia,bank central asia
POI,adi roso,adi roso
POI,gedung bappebti,gedung bappebti
POI,roy,roy
POI,cv griya bangunan,cv griya bangunan
POI,mega lestari residence,mega lestari residence
POI,toko b.a.s,toko b.a.s
POI,sunset ave ap3,sunset ave ap3
POI,sate taichan nom nom,sate taichan nom nom
POI,pevis,pevis
POI,warungbusana,warungbusana
POI,wild west,wild wild west
POI,kebun raya liwa,kebun raya liwa
POI,toko sari,toko sari
POI,sd negeri karang tengah 6,sd negeri karang tengah 6
POI,lucky vape shop,lucky vape shop
POI,md collection,md collection
POI,komplek griya saluyu,komplek griya saluyu
POI,darma,darma gas
POI,oto green cafe,oto green cafe
POI,halte pasar ace 2,halte pasar ace
POI,dusun setana,dusun setana
POI,warung nasi mawut arema,warung nasi mawut arema
POI,bantarmuncang cibadak,bantarmuncang cibadak
POI,mas mania,mas mania
POI,ud. anwar,ud. anwar
POI,salon karisma,salon karisma
POI,ayam bakar madu hj tety al,ayam bakar madu hj tety
POI,perum mini regency,perum mini regency
POI,bank muamalat,bank muamalat
POI,toko baru,toko baru
POI,sekolah menengah pertama pgri,sekolah menengah pertama pgri kemranjen
POI,lam giat jaya,lam giat jaya
POI,forest hill,forest hill
POI,vinci motor,vinci motor
POI,bumi mang andi,bumi mang andi
POI,asrama mahasiswa ui,asrama mahasiswa ui
POI,pasar talun,pasar talun
POI,star salon,star salon
POI,musa cell,musa cell
POI,perum dirgantara permai,perum dirgantara permai
POI,agen air axology,agen air axology
POI,es buah,es buah
POI,wanto sport,wanto sport
POI,sman 2 palmatak,sman 2 palmatak
POI,jebug eron,jebug eron
POI,pondok vatryzah group,pondok vatryzah group
POI,jago toko,jago toko
POI,prudential,prudential
POI,kios novita cell,kios novita cell
POI,salon hen sen,salon hen sen
POI,toko rugi,toko rugi
POI,tpq nurul huda,tpq nurul huda
POI,warung kopi abulya,warung kopi
POI,adam baharu cv,adam baharu cv
POI,usaha santan putra tunggal,usaha santan putra tunggal
POI,tambak wedi,tambak wedi
POI,rosidah jaya,rosidah jaya
POI,jens aluminium,jens aluminium
POI,musholla al jamaah,musholla al jamaah
POI,gardenia park,gardenia park
POI,warung timbul sejati,warung timbul sejati
POI,d king,d king
POI,bloods,bloods
POI,fiesta parfume,fiesta parfume
POI,doa bunda 44,doa bunda 44
POI,arif jaya variasi desa bring,arif jaya variasi
POI,t-audio,t-audio
POI,stasiun mrt cipete raya,stasiun mrt cipete raya
POI,korpri sma negeri 2 bandar,korpri sma negeri 2 bandar
POI,komplek jembatan,komplek jembatan
POI,joss net,joss net
POI,va cafe,va cafe
POI,samsung,samsung
POI,pelabuhan karangantu,pelabuhan karangantu
POI,btn cabalu,btn cabalu
POI,toko tika,toko tika
POI,komplek telkom,komplek telkom
POI,loket,taman wisata selorejo
POI,mall gorontalo,city mall gorontalo
POI,eazylink,eazylink
POI,herni subekti toko,herni subekti toko
POI,mawar 5 buniasih,mawar 5
POI,dumatubun airport,dumatubun airport
POI,sahabat lestari,sahabat lestari
POI,blackberry central,blackberry central
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,pusat bisnis jayapura,pusat bisnis jayapura
POI,mg ii - 515,mg ii
POI,ud. kurnia,ud. kurnia
POI,alam parahyangan,alam parahyangan
POI,geopark ciletuh,geopark ciletuh
POI,klinik sepatu store,klinik sepatu store
POI,bengkel zuki,bengkel zuki
POI,kios suminingsih,kios suminingsih
POI,unit transfusi darah cabang (utdc) pmi,unit transfusi darah cabang (utdc) pmi
POI,warung makan pak joe,warung makan pak joe
POI,aik nyet,aik nyet
POI,super bakery dan cake shop,super bakery dan cake shop
POI,mess villa pt bima palma nugraha,mess villa pt bima palma nugraha
POI,butik cleosa,butik cleosa
POI,toko lemari,toko lemari nok mamat
POI,jembatan merah putih,jembatan merah putih
POI,mekar,mekar
POI,petarukan toko pj sinar maju,toko pj sinar maju
POI,meli ponsel,meli ponsel
POI,simpang 5 pendopo,simpang 5 pendopo pali
POI,toko sepatu osama,toko sepatu osama
POI,pd bpr,pd bpr
POI,taman ganesha,taman ganesha
POI,pasar tebet barat,pasar tebet barat
POI,collector parfum,collector parfum
POI,tahu planet,tahu planet
POI,bendungan bener,bendungan bener
POI,margo city,gaudi - margo city
POI,cipaganti taxi,cipaganti taxi
POI,yokima motor,yokima motor
POI,kpad pindad selatan,kpad pindad selatan
POI,whoaah mobile resto,whoaah mobile resto
POI,sun east mall,sun east mall
POI,perumahan golden land,perumahan golden land
POI,pendalaman kel.,pendalaman kel.
POI,warkop anoa,warkop anoa
POI,bengkel las ami jaya,bengkel las ami jaya
POI,kaisa fried chiken,kaisa fried chiken
POI,sinar abadi motor,sinar abadi motor
POI,terminal kampung rambutan,terminal kampung rambutan
POI,bk 3,bk 3
POI,sei ladi,sei ladi
POI,nasi kapau uni cah,nasi kapau uni cah
POI,perumahan griya wisata,perumahan griya wisata
POI,tanjung burung,tanjung burung
POI,cluster santry,al falah
POI,dalban motor jual beli,dalban motor jual beli
POI,terminal majalaya,terminal majalaya
POI,komplek durung center,komplek durung center
POI,jovic mas,jovic mas
POI,solo square,es teler 77
POI,majelis taklim dzikrullah,majelis taklim dzikrullah
POI,tambang ayam,tambang ayam
POI,toko putra,toko putra
POI,dunia anak,dunia anak
POI,bank indonesia solo,bank indonesia solo
POI,gamis rumah,gamis rumah
POI,pkbm aisyiyah,pkbm aisyiyah
POI,tasya salon,tasya salon
POI,alfamart villa regency,alfamart
POI,wine & spirit,wine & spirit
POI,komplek pptm,komplek pptm
POI,md al-maarij,md al-maarij
POI,los a,blok a
POI,tugu meriam,tugu meriam
POI,toni bengkel,toni bengkel
POI,france modern bakery,france modern bakery
POI,toko ipoly,toko ipoly
POI,toniyah,toniyah
POI,perumahan rezky syariah,perumahan rezky syariah
POI,mie jowo pak jito,mie jowo pak jito
POI,marbella kemang residence,marbella kemang residence
POI,karya titan. pt,karya titan. pt
POI,surau darul falah,surau darul falah
POI,cluster fontana,cluster fontana
POI,iwan han,iwan han
POI,taman polda,taman polda
POI,3 jaya,3 jaya ban
POI,rental mobil andika,rental mobil andika
POI,quick chicken,quick chicken
POI,kp. lembur sawah,kp. lembur sawah
POI,grage city,grage city mall
POI,poliklinik tkbm kerasan,poliklinik tkbm kerasan
POI,warkop hore,warkop hore
POI,toko sangkut,toko sangkut
POI,pasar desa talang,pasar desa talang
POI,bmb farm selatan 1,bmb farm
POI,3 in 1,3 in 1
POI,jaya imperial park,jaya imperial park
POI,spazio terrace,spazio terrace
POI,prodia tower,prodia tower
POI,griya madani,griya madani
POI,perum cikarang baru,perum cikarang baru
POI,pelabuhan samudera nizam zachman,pelabuhan samudera nizam zachman
POI,noyan,noyan
POI,bumi moro,bumi moro
POI,perum griya utami,perum griya utami
POI,foto copya,foto copya
POI,lpk bina insani,lpk bina insani
POI,dokter hj. farah,dokter hj. farah
POI,toko nolbaho,toko nolbaho
POI,taman bunga,taman bunga
POI,masjid sidodadi,masjid sidodadi
POI,halte gudang,halte gudang cat a
POI,yunda bamz store,yunda bamz store
POI,menara bank mega semarang,menara bank mega semarang
POI,cobekin,cobekin
POI,pangkas rambut kurnia,pangkas rambut kurnia
POI,eka wahyu. cv,eka wahyu. cv
POI,delta silicon 3,delta silicon 3
POI,perumahan wahana,perumahan wahana
POI,maju indah,maju indah
POI,hni hpai tidore,hni hpai tidore
POI,lapangan serbaguna meranti,lapangan serbaguna meranti
POI,aqirla,aqirla
POI,btn pasir ona,btn pasir ona
POI,toko rizki 2,toko rizki 2
POI,lateef kids,lateef kids
POI,(jank jank wings semarang,ruko tembalang walk
POI,pasar rumput,pasar rumput
POI,anugrah maju,anugrah maju
POI,bubur ayam cirebon,bubur ayam cirebon
POI,belle,belle
POI,depot air isi ulang assa,depot air isi ulang assa
POI,apotek zonny,apotek zonny
POI,rawa sapi,premier mansion
POI,depot air minum zahra,depot air minum zahra
POI,jamu tradisional,jamu tradisional
POI,kirei salon,kirei salon
POI,wawa salon,wawa salon
POI,lae meang,lae meang
POI,jus gus,jus gus
POI,puskesmas sail,puskesmas sail
POI,perum perhutani,perum perhutani
POI,aquafina,aquafina
POI,warkop akok coffe,warkop akok coffe
POI,pondok karya agung poka,pondok karya agung
POI,hapisa,hapisa
POI,pg-tk plus at taqwa,pg-tk plus at taqwa
POI,labuhan ratu,stasiun labuhan ratu
POI,alik,alik
POI,masjid rangkah,masjid rangkah
POI,bsd sektor xiv,bsd sektor xiv
POI,pemakaman,pemakaman
POI,refleks,refleks
POI,ba ar riyad,ba ar riyad
POI,mamat,mamat
POI,airy eco syariah,airy eco syariah
POI,kawasan industri,"kawasan industri, mm 2100"
POI,kost (cis) putra kartika,kost (cis) putra
POI,kp. pulomalang,kp. pulomalang
POI,trisno musik pro,trisno musik pro sound
POI,niaga jaya,niaga jaya
POI,toko es kelapa muda mang badru,toko es kelapa muda mang badru
POI,sunter jaya e,sunter jaya
POI,tugu taman mandala,tugu taman mandala
POI,warung orange,warung orange
POI,cluster pesona ciledug,cluster pesona ciledug
POI,toko arbaun tolelet,toko arbaun tolelet
POI,kripik gede,kripik gede
POI,erfina kencana regency,erfina kencana regency
POI,batik residence blok k28,batik residence
POI,taman karampuang,taman karampuang
POI,terminal cepu,terminal cepu
POI,pasteur seafood,pasteur seafood
POI,stasiun kereta api,lubuk alung
POI,dokter lampu,dokter lampu pasar lajo
POI,tambang ayam,tambang ayam
POI,palm spring regency,palm spring regency
POI,jogja expo center,jogja expo center
POI,kp. lembur sawah,kp. lembur sawah
POI,toko ozi foto copy,toko ozi foto copy mgr
POI,komplek kristal garden residences,komplek kristal garden residences
POI,susukan tanjak,susukan tanjak
POI,tower sakura,tower sakura
POI,jababeka education park,jababeka education park
POI,jembatan pesona tanjung senai,jembatan pesona tanjung senai
POI,penjahit pedat,penjahit pedat
POI,ud nur jaya 3,ud nur jaya 3
POI,terminal jakabaring.jl.pangeran,terminal jakabaring
POI,carnival,carnival
POI,atm panin bank,atm panin bank
POI,bukit ambassador,bukit ambassador
POI,taman bunga,taman bunga
POI,draw ink tatto ho,draw ink tatto ho
POI,lapangan brc,lapangan brc
POI,kost amanah,kost amanah
POI,pintu timur ragunan,pintu timur ragunan
POI,kastamah,kastamah
POI,gor gaza,gor gaza
POI,warkop joker,warkop joker
POI,citra dry clean & laundry,citra dry clean & laundry
POI,semudun kel.,semudun kel.
POI,zee salon,zee salon
POI,toko sayuran,toko sayuran
POI,way tuba,way tuba
POI,cluster mutiara,cluster mutiara
POI,dharma printing,dharma printing
POI,sd negeri blado kulon 2,sd negeri blado kulon 2
POI,snow wash,snow wash
POI,saifah,saifah
POI,bakmi bakso bangka,bakmi bakso bangka
POI,makam islam,makam islam desa jati
POI,toz pet shop,toz pet shop
POI,stadion teladan medan jati i,waroenk nenek stadion teladan medan
POI,bali jaya kelud,bali jaya
POI,edelweiss spa,edelweiss spa
POI,bank pundi indonesia tbk. pt,bank pundi indonesia tbk. pt
POI,komplek puri citra,komplek puri citra
POI,spbu,spbu
POI,canon photo copy kelapa sawit,canon photo copy
POI,rudi travel,rudi travel
POI,lompobattang motor,lompobattang motor
POI,kantor lurah gunungpanggilun,kantor lurah gunungpanggilun
POI,kp.tunjung ketug,tunjung ketug
POI,btn cendana,btn cendana
POI,yaqin fried chicken,yaqin fried chicken
POI,corry cell,corry cell
POI,mitra bukalapak ud oma ica,mitra bukalapak ud oma ica
POI,a & k,a & k
POI,ala motor sport,ala motor sport
POI,ud ragil jaya transport,ud ragil jaya transport
POI,way tuba,way tuba
POI,ben power,ben power
POI,kost putra happy,kost putra happy
POI,manar sport,manar sport
POI,sayur mba rum,sayur mba rum
POI,pd. rumah jaya,pd. rumah jaya
POI,alif,alif
POI,komplek griya saluyu,komplek griya saluyu
POI,redo nett,redo nett
POI,bundaran burung,bundaran burung
POI,kp.warung jengkol,warung jengkol
POI,dokter muyasir,dokter muyasir
POI,terang jaya toko,terang jaya toko
POI,tk al furqan,tk al furqan
POI,warung pa ita,warung pa ita
POI,gereja kristen bersinar,gereja kristen bersinar
POI,pasar sayur cipulir,pasar sayur cipulir
POI,perumahan griya setia nusa,perumahan griya setia nusa
POI,99 perus,99 perus
POI,english course,49 english course
POI,tuti pelaminan,tuti pelaminan
POI,pawon bu djoko,pawon bu djoko
POI,dewi sartika,dewi sartika
POI,lewat sepit ridho ilahi jurusan,karang agung ilir
POI,karang agung ilir,karang agung ilir
POI,matani satu lab tkj,lab tkj
POI,stasiun besitang,stasiun besitang
POI,rumah makan rama,rumah makan rama
POI,persada kemala,persada kemala
POI,rusun cipinang besar selatan,rusun cipinang besar selatan
POI,warung jati,warung jati
POI,puncak mulya,puncak mulya
POI,perum dirgantara permai,perum dirgantara permai
POI,taman bkt,batu refleksi taman bkt cakung jakarta timur
POI,perum wahana asri,perum wahana asri
POI,sd negeri pacakan,sd negeri pacakan
POI,aice,aice
POI,batik jaya,batik jaya mukti
POI,gkpb jemaat galang ning sabda,gkpb jemaat galang ning sabda
POI,sinuhun kopi,sinuhun kopi
POI,gms pekanbaru,belakang happy puppy
POI,paradise resort,paradise resort
POI,terminal bunder,terminal bunder
POI,sokopi,sokopi
POI,celc,celc
POI,koan sin toko,koan sin toko
POI,balai banjar,balai banjar pekarangan
POI,caravancoffee,caravancoffee
